Fitness Cultural,Fitness Genético,Fitness SPF
0.4106362742838372,0.4106362742838372,0.3017824635183941
0.35068111322022544,0.35068111322022544,0.35068111322022544
0.16971301529114266,0.16971301529114266,0.17336731332674538
0.14927378304548372,0.14927378304548372,0.1364107600807552
0.1417916796642373,0.14496535328056592,0.15590651845153647
0.08426455863923066,0.09040213640661715,0.08864002328659193
0.11015096189327474,0.11095638859146413,0.11772739045466317
0.10791634255501688,0.10983353841498868,0.10482359288274855
0.037517335126742636,0.03756109053900953,0.03847219946122787
0.05570002124686295,0.057117351744773885,0.055737431389019945
0.06898240603734018,0.06678442987801825,0.06117704637220115
0.03776599059249174,0.03849359177930854,0.03897906044872694
0.04046137980875341,0.04205572451329826,0.032317564481620535
0.027070974287421005,0.028048457963640333,0.026447306450613217
0.022080294206387213,0.021678735545091175,0.022438201573800987
0.039349874074056206,0.041008578200845205,0.03860550442263413
0.0434602154322879,0.0415850559942779,0.03819417920708885
0.032131609413753086,0.032084444602221714,0.04262292692739157
0.032865163774532254,0.03362061607501432,0.03267749082197329
0.033599158677066726,0.03447075328937163,0.0301516780162608
0.026197726240183464,0.029760796160818892,0.023829238752676177
0.04072374234902691,0.04331629559040111,0.04187175101381977
0.014422001535617505,0.014389710113255376,0.014424841214488808
0.01772894856783409,0.017938675999561834,0.02064370192452243
0.047639124107064175,0.04772392662923521,0.036429208939727876
0.024100116236415458,0.02466527628769451,0.02160710360714215
0.024028959702233132,0.023558457957575933,0.023795614706165806
0.022851454635144833,0.022704882450598023,0.02185310371877791
0.05296694333066733,0.05104866724691985,0.0402392626557511
0.011440363543753728,0.01174018827020369,0.011961513636945491
