cultural,dijkstra,genetico
0.06458079606802025,0.06805230036093993,0.06458079606802025
0.0930856329673654,0.11019372404171582,0.09068515535961441
0.09563214152943816,0.1201512669431827,0.09484743730663661
0.10827368970861243,0.12726642470480132,0.1116375265654983
0.1364918721713171,0.1502710786476296,0.13520237356711537
0.15934787456966637,0.17185617571059275,0.1625341202939871
0.16561375813354662,0.19802467378731226,0.17537720294179718
0.20103450550240723,0.22844553117600203,0.20889448961666698
0.21906590288129005,0.25292702864300964,0.22363016779507178
0.2500945457585627,0.28362519567798733,0.24677409354864063
0.26322523810232556,0.32340572754728636,0.2569982963963951
0.2895152127981506,0.36149284988707664,0.28557165953097086
0.2963609395542984,0.3828838143089105,0.29998456183220884
0.30609456140134295,0.40223366884268813,0.3074336582431716
0.3186274602754107,0.42720713633747076,0.3248824077971965
0.33729606585159133,0.4483696802080513,0.339071485681998
0.3537647867590122,0.4746638783419246,0.35248907093677406
0.3734877316784123,0.5014778976367571,0.37704082549627044
0.41090564807918695,0.5609239962289495,0.41440135354289304
0.4195819684480653,0.5838127587999961,0.422204688156466
