Cultural,Genético,SPF,destino,origem
0.483,1.4530000000000003,0.483,CMBR,NY54
1.333,2.284,1.2970000000000002,CHCG,NY54
0.585,0.236,0.462,PHLA,NY54
0.612,1.1720000000000002,0.525,WASH,NY54
1.2409999999999999,0.271,1.2409999999999999,PHLA,CMBR
0.73,1.039,0.73,CLEV,CHCG
1.425,1.101,1.548,PHLA,CHCG
0.9920000000000001,2.3869999999999996,1.0790000000000002,STLS,CHCG
0.497,0.374,0.42399999999999993,DNVR,CHCG
0.516,0.516,0.516,KSCY,CHCG
1.8190000000000002,1.707,1.8920000000000001,SNFN,CHCG
0.771,1.13,0.771,STTL,CHCG
0.906,0.785,0.906,SLKC,CHCG
0.462,1.075,0.462,NSVL,CLEV
1.3840000000000001,0.456,1.3840000000000001,STLS,CLEV
0.895,0.271,0.895,PHLA,CLEV
1.827,1.8079999999999998,1.46,ATLN,RLGH
0.213,0.09,0.43799999999999994,WASH,RLGH
1.2029999999999998,1.2189999999999999,1.483,WASH,ATLN
0.7510000000000001,0.799,0.812,NSVL,ATLN
0.657,1.306,0.657,STLS,ATLN
3.1530000000000005,3.1029999999999993,3.0050000000000003,DLLS,ATLN
1.4329999999999998,1.339,1.4329999999999998,ORLD,ATLN
0.609,0.32199999999999995,0.609,WASH,PHLA
0.43000000000000005,0.62,0.43000000000000005,STLS,NSVL
1.1050000000000002,1.2,1.166,DLLS,NSVL
0.983,0.656,1.07,DLLS,STLS
0.289,0.344,0.289,KSCY,STLS
1.1650000000000003,2.3950000000000005,1.1650000000000003,LA03,STLS
0.14200000000000002,0.14200000000000002,0.14200000000000002,HSTN,NWOR
1.9559999999999995,2.121,1.9559999999999995,DLLS,NWOR
0.285,0.0,0.285,ORLD,NWOR
0.7160000000000001,0.619,0.619,SNAN,HSTN
1.8010000000000002,1.8270000000000002,1.8980000000000001,DLLS,HSTN
0.5499999999999999,0.185,0.5499999999999999,ORLD,HSTN
0.8039999999999999,0.9520000000000001,0.707,PHNX,SNAN
1.9229999999999998,2.092,1.9229999999999998,DLLS,SNAN
1.22,1.35,1.387,DNVR,DLLS
0.54,0.494,0.54,KSCY,DLLS
4.337999999999999,3.657000000000001,4.171,SNFN,DLLS
1.156,0.589,1.253,LA03,DLLS
0.0,0.0,0.0,KSCY,DNVR
0.374,0.252,0.46799999999999997,SNFN,DNVR
0.277,0.15,0.277,SLKC,DNVR
0.216,0.091,0.216,SNFN,KSCY
2.3380000000000005,2.693000000000001,2.3380000000000005,SCRM,SNFN
1.8679999999999997,2.089,2.089,PTLD,SNFN
1.886,1.306,1.6649999999999998,STTL,SNFN
0.5569999999999999,0.30600000000000005,0.5569999999999999,SLKC,SNFN
1.2750000000000001,0.7099999999999999,1.2750000000000001,LA03,SNFN
0.355,0.0,0.355,SLKC,SCRM
0.22100000000000003,0.0,0.0,STTL,PTLD
0.246,0.0,0.246,LA03,SLKC
0.9450000000000001,1.106,1.106,SNDG,LA03
1.1960000000000004,0.9630000000000001,1.1320000000000001,PHNX,LA03
0.247,0.086,0.086,PHNX,SNDG
