,cultural,dijkstra,genetico
0,0.04942978753852677,0.05013685167722337,0.04942978753852677
1,0.07482026081598105,0.0851533300017657,0.07482026081598105
2,0.09455896257149506,0.10783378262550505,0.09455896257149506
3,0.11607622747322376,0.11504331059078712,0.11365031810423938
4,0.12653460591279564,0.1346541264359684,0.12264797053080281
5,0.1683802090662522,0.19767485765936282,0.16113616791518162
6,0.20912571795236212,0.2562657046185392,0.20104181900045814
7,0.21979144778512313,0.2662108333486971,0.20932658182166652
8,0.23369720044002773,0.2830242836398851,0.22459342775826674
9,0.26030531461762707,0.30780168128195795,0.2468042279784768
10,0.2760065122514228,0.32947996805670804,0.26380544533237554
11,0.2809008184487806,0.33414721413515586,0.26859512752927506
12,0.2941968220934246,0.3483213604272212,0.2800029684443762
13,0.3130829435556248,0.3999081059216207,0.2998670527928158
14,0.32668660416010686,0.4227607007101477,0.31327974304540884
15,0.35454852167338,0.4619946473940788,0.3397431095982382
16,0.36633332880343794,0.4835551590905807,0.34719884222007574
17,0.3867895414183912,0.5242244807034779,0.3677325852039484
18,0.4033388363189403,0.5423501477755933,0.38335397455249476
19,0.4108152806374111,0.5588271295439098,0.3905459577692107
20,0.43807692461840175,0.5960509653098074,0.4185618171849826
21,0.4432917408800524,0.6132728569551419,0.4252530701844476
22,0.4587940088236414,0.6632114117107581,0.4409612522365497
23,0.48029514059370004,0.6820409057218797,0.4601762617553375
24,0.501417651303742,0.7186982801267461,0.4809479245914584
25,0.5184464943776431,0.7433724851132013,0.49836355809685867
26,0.5521276670429456,0.7657322545866053,0.5215648130585299
27,0.564943889869869,0.7777625666390322,0.5343716105687298
28,0.5677091373321286,0.8025659466369718,0.5340962627253095
29,0.5706905065101217,0.8171951014086133,0.5370151824379188
