cultural,dijkstra,genetico
0.31401078085282885,0.30960997587040046,0.31401078085282885
0.4127503975896117,0.425140240442746,0.4127503975896117
0.47820772917262344,0.5127933248288934,0.47820772917262344
0.6515776973074012,0.6944511305179044,0.6515776973074012
0.7472231800970289,0.855730742916009,0.7616866903180404
0.8156666709096229,0.9267842484469613,0.8278414409572162
0.9545627299787484,1.1098008121383545,0.970186668704094
1.1010467997279938,1.2193635428889844,1.1104890312491116
1.2294035527964018,1.330802268611711,1.243310592314627
1.3247916609070058,1.423171898806294,1.3348540390111874
1.3520537030188535,1.4968378859551228,1.3614855419262875
1.4670798131465363,1.5904900279353367,1.4814619931535435
1.626434585589653,1.8319298776161528,1.6419056800849072
1.8233750700011337,2.024619553008967,1.8769695755210563
1.8421539806771285,2.0477449272029085,1.8972115668812999
1.964684537032509,2.157337071332216,2.020674780304729
2.113718065684775,2.2962094464264196,2.161853151243392
2.1722454175572246,2.397765545104362,2.223400716448036
2.3198769631262164,2.5095791439564965,2.3650005458703838
2.449710884803691,2.613949744688976,2.490115536306098
