Fitness Cultural,Fitness Genético,Fitness SPF
0.8721584514967364,0.8721584514967364,0.8721584514967364
0.5825425162078361,0.5825425162078361,0.5971172719060176
0.14813059192984537,0.1521537361349908,0.23390718562874252
0.16248009618821696,0.16313745962347875,0.163188041580313
0.12115733393677502,0.12394137572928005,0.1342961355420571
0.0686206127909265,0.06872955849905286,0.14818150226406995
0.13077536715184326,0.13284093626291876,0.1538875851190705
0.06938710371290391,0.0695632817173783,0.0896780557797507
0.07468205920119106,0.07573062957070992,0.07896338900676793
0.033087931177103146,0.03510533355332675,0.03588139047564371
0.04398962639468401,0.042564000466830974,0.05257504069477747
0.02746136186385755,0.028612712628220717,0.03125175791138252
0.02913286040989934,0.031091337020765903,0.02916412695727747
0.019379932192743053,0.019626982238150893,0.019647979821651486
0.04329662756981198,0.043537818529175924,0.04610209740748574
0.029257260554922462,0.030260207524503202,0.03273236707385731
0.0340675457229048,0.03455938511941996,0.03227623291175194
0.016508235093136935,0.016115690696539127,0.015222060772899153
0.03212908179903581,0.03245025376098442,0.030865721764037735
0.025380710659898484,0.02568284257701643,0.02646699962152191
0.0459118768915971,0.046319764008273305,0.0743521707356092
0.024931314229298278,0.025184951991185263,0.024200506032581143
0.01710581572075782,0.017131721523866633,0.018182396712622673
0.018181835777143128,0.01808120555213163,0.018968602434981136
0.02230395382189401,0.022222913601756492,0.02489395176547906
0.01963533260289897,0.018961731433620663,0.018192154633314382
0.02874789960658499,0.02831068714284299,0.02462805480234755
0.010212929364316638,0.010254296293789692,0.012174217928240293
0.03529096891582842,0.034048915220782225,0.0326983196597223
0.020705434141190356,0.02078589386099018,0.019114136241740305
