cultural,dijkstra,genetico
0.4479273853343503,0.4616865886820097,0.4479273853343503
0.6428561471853762,0.7465548196223093,0.6428561471853762
0.7198004512435302,0.9490181330633871,0.7198004512435302
0.8016693816047844,1.0805134205312084,0.8016693816047844
0.8830378115479408,1.1876996690645762,0.8830378115479408
1.0457008050591234,1.281048516245199,1.0203942451740973
1.30541737118326,1.5378886010861286,1.1913968009599751
1.4410704841400857,1.69703432072374,1.3073854655454453
1.4715574811928163,1.7481255515997254,1.3557703487819623
1.530089269847122,1.9338773662082267,1.4251631393287223
1.652535163780931,2.0941969994254594,1.5628867164038758
1.9182907814192098,2.442626274501099,1.833055846759084
2.005383587687462,2.577029482669039,1.9282695828361007
2.0600970402531384,2.729287109182662,2.0043184568883703
2.154091041016376,3.11190804791872,2.079321636929986
2.271514975251585,3.3434500782835124,2.240483782912411
2.3845308558021907,3.4620209867918206,2.360921726165
2.353033822563941,3.4659909000393876,2.3193006634613953
2.4166227673501974,3.49250923526933,2.3693949690070344
2.589250089248879,3.740079016761996,2.583955781895698
