Fitness Cultural,Fitness Genético,Fitness SPF
3.243593902043464,434.7826086956521,3.4965034965034962
4.301075268817203,9.541984732824426,4.7236655644780345
8.403361344537815,69.93006993006993,7.320644216691069
4.7393364928909945,24.330900243309003,4.336513443191674
4.1017227235438884,6.949270326615705,3.773584905660377
1.8674136321195145,3.588087549336204,1.6144656118824667
2.6130128037627385,3.7202380952380953,2.003606491685033
1.1987532965715657,1.927153594141453,0.9958175662218681
1.7301038062283738,2.608922515001304,1.9786307874950535
0.8226390259953932,1.311991603253739,0.7758553805570642
1.0212418300653596,1.3968431345159937,0.85954959601169
1.0047221943132725,1.432870038687491,1.005429318318922
0.8600670852326483,1.053740779768177,0.7610350076103499
0.4748563559523244,0.6133840397472857,0.42852245457661986
0.8218952905399851,1.0285949393128986,0.7538067239559777
1.5229972586049343,1.8281535648994518,1.3308490817141334
1.048327916972429,1.2224938875305624,0.8163931749530573
0.5797773654916512,0.7091695624423799,0.45055192610948414
1.3772207684891888,1.5651901706057285,1.3005592404734037
0.6135345726731701,0.729235032450959,0.4785604900459418
