cultural,dijkstra,genetico
0.03711685653393939,0.03829534914625751,0.03711685653393939
0.07241715374028557,0.07594895756917376,0.07241715374028557
0.08383966609183037,0.09493652698431809,0.08383966609183037
0.1038216236891648,0.1355552302736617,0.10471199679467139
0.10895367775391475,0.14752649772995877,0.11109371263493262
0.12574994771628875,0.1645530428041484,0.12760861429213327
0.15603915176364194,0.20710883957130227,0.1586981084020525
0.18954978015245535,0.24130778360544325,0.1949732640679196
0.20495005964393362,0.2579312446138543,0.20957849395839767
0.22492365227038563,0.2755696814793844,0.2240232471413185
0.2429559196564346,0.29905167809064565,0.2382232609925447
0.2661239921930738,0.32481745522797756,0.26237166498007286
0.2945192957760418,0.3607465707552718,0.2889242109538844
0.33249328086170676,0.40833667036360616,0.32792660526642
0.35218935976242965,0.4388240480304949,0.3456538613745214
0.35975363684162975,0.4708590091455259,0.35688876363706046
0.37842806063758283,0.49424813126580486,0.37701304836353294
0.40334916555095207,0.527117482407613,0.40152637991324275
0.4330977211195656,0.5529287967006052,0.43030303388893965
0.45979639621687546,0.589471410804497,0.45763398293577623
