cultural,dijkstra,genetico
0.38165519800460523,0.4582012187135703,0.38165519800460523
0.5224628033404072,0.582152512268893,0.5224628033404072
0.5783404734917733,0.6281880413542957,0.5783404734917733
0.6493528649119821,0.7207229999264286,0.6493528649119821
0.7273120796481973,0.7694007664047797,0.7116669825059126
0.8566638324675108,0.916512117920479,0.8009449139555459
1.015637191847798,1.06368024438507,0.9687447404405082
1.1622402996831809,1.2052583130154697,1.1217107830783821
1.340747384550993,1.3954899560678817,1.303121706086702
1.4857081573989384,1.5542241383182631,1.4438080954176156
1.6130895501246394,1.7196643221496215,1.5824418144673957
1.773794110038914,1.8486405390510485,1.7397156100423818
1.8620463538923289,1.9827827751252363,1.8217725483805014
2.0580592490687906,2.169897702506794,2.007055802546486
2.305515748281449,2.3974824228259863,2.2540355544831843
2.3915496257799678,2.48843810649091,2.336380635931629
2.447313166174965,2.5750346969915534,2.394671588421561
2.5863645921019502,2.7034438784308312,2.5373675972348324
2.6866511410214597,2.7994740388131962,2.6174881669974335
2.776309110894349,2.8827378091846527,2.692495020113005
2.858634656806094,3.015549427776988,2.765395863123654
2.914700304026999,3.0580934578134316,2.8187913537853175
3.0546779410434195,3.2200639044332457,2.979508318626586
3.209028582990199,3.3771948947063444,3.1354919577220874
3.227289293363721,3.456109187805383,3.1517800064867494
3.320633446055151,3.584616973769147,3.2379018633217918
3.4194802946927987,3.683545403088174,3.3501771722988543
3.562456998110711,3.813950198682828,3.494971339344792
3.5667654701599996,3.845501744889131,3.5027526012826464
3.7438969285325427,4.011102305398303,3.6615681516951444
