cultural,dijkstra,genetico
0.055666947921626624,0.07086510873740078,0.055666947921626624
0.08088529636980486,0.09472771642840473,0.08088529636980486
0.11013157272866084,0.1368211162691741,0.10806844271890065
0.1103853462889195,0.1381198989773251,0.10796269046512101
0.13348727260698656,0.15349266131617523,0.1327023228640196
0.14947803122259076,0.18091373329878496,0.14692050593751393
0.1552090295605989,0.1861772153607431,0.1526195635193312
0.180392846022518,0.22393182810034762,0.17624830385109982
0.19264069238776205,0.26482655865458654,0.18593876942161894
0.2144754269519792,0.2886177065245314,0.20901452056064146
0.2435597262679942,0.32339247144053246,0.24013787165417577
0.27324446442272593,0.3604485931609226,0.26965438618166954
0.29138848973158143,0.38255727650274124,0.2865584140717642
0.31914040746249084,0.40268557390173715,0.3133475514297391
0.324069889347681,0.4156687101808081,0.3198881211688472
0.35575425224024093,0.449116442830564,0.34691016792591944
0.36310283327518605,0.45890341873565593,0.3539309474804593
0.39437986829892896,0.5126207095729911,0.38391382116032513
0.39944745562488543,0.5242485271145912,0.38760898718689685
0.4394464459932563,0.5905124507963017,0.425177994430629
