Fitness Cultural,Fitness Genético,Fitness SPF
0.3661662394727206,0.3661662394727206,0.3790606876160873
0.2708192281651997,0.2708192281651997,0.3203177552131715
0.09060597274572339,0.09060597274572339,0.09525805406847147
0.10669396196497927,0.10509498807087132,0.10853224492996869
0.07954250231731687,0.08213589357095867,0.08287822715451645
0.02781577272755007,0.028869047161732646,0.03115708780529675
0.07713609120571426,0.07792683449509256,0.0774788385922095
0.04290330542980774,0.04319238844224632,0.041183485847295094
0.03809869565428457,0.04085573523585753,0.03945540845193396
0.0461541255981798,0.0462992211126838,0.04781672312767643
0.03235139711856541,0.03347844439060295,0.049978718739117536
0.03248245541376964,0.03210211039273723,0.03696898671704307
0.020864465977022035,0.0206011721070098,0.023059418803713802
0.04862429707500542,0.05156433295089787,0.04488672834103141
0.05966729516217571,0.0596555488608773,0.06302507767840825
0.028102044142690942,0.02713917784574634,0.030321085130994675
0.03392693615415743,0.034767909623174185,0.039224600505352036
0.024754564482166848,0.024395336980855917,0.027921191626020317
0.07760224095245485,0.07632844425025832,0.07263706643725851
0.027545439645875837,0.028003791713398,0.027499271269311367
