Fitness Cultural,Fitness Genético,Fitness SPF
0.2672061357424409,0.2672061357424409,0.31138785567273336
0.1322913892814956,0.13161928230977407,0.14840822602860065
0.1607755397131142,0.15905959860540647,0.16179654710510746
0.06835830690145467,0.07571971589962595,0.0846213406559
0.09309984492869378,0.09196707637999195,0.09255140334797236
0.13487904721441046,0.13366035567020643,0.12767967722577597
0.08257365570088519,0.08617123948710878,0.09486540969998815
0.06598561705119431,0.07164135781634369,0.05878249320825177
0.030954665344869167,0.031159920501996362,0.030346703748380794
0.03481153400449596,0.03354549597069898,0.03297216580170572
0.055950573624231795,0.0579207569308725,0.06800746678109472
0.08311101137789746,0.09737335378173763,0.0713862495806058
0.05513454206627723,0.060570819402044875,0.06067372099796136
0.019753574162324997,0.020876695970588912,0.020515219215374927
0.03216939782259874,0.03143018972124312,0.027873365187794326
0.02217055608546363,0.022848751363646648,0.02126936970624256
0.08543868492776159,0.08223853286457371,0.08311861025683652
0.02921205843617862,0.028725364756534925,0.0271253463567663
0.07553183855824826,0.06891086379767769,0.07187858269810636
0.01871807850591573,0.018552157325645476,0.0197642765737632
