cultural,dijkstra,genetico
0.06528232144697746,0.062175409073897486,0.06528232144697746
0.09366680377737958,0.08801372384131684,0.09366680377737958
0.09499373697741902,0.09425975267326969,0.09499373697741902
0.10069485213630956,0.10865507799466151,0.10069485213630956
0.10901627276362336,0.11477694771718198,0.10901627276362336
0.14202039249036347,0.15736942948890148,0.14202039249036347
0.15337203621751422,0.17749581209619655,0.15337203621751422
0.1950991755792123,0.23087819918117616,0.1898385429848149
0.21108393649625082,0.23899264171142967,0.20703403007812415
0.24833684445061371,0.27528495508019774,0.24454748496477613
0.26142782210168675,0.29499460208576744,0.25763066285199526
0.28197332412744386,0.31337432027910267,0.278291326378783
0.2999397769639679,0.33643394162587414,0.29454700361345104
0.3326058058391676,0.37662472796443636,0.3265998783212886
0.34900527105013646,0.397554464127938,0.3425805659342692
0.356117044453996,0.40675358218874563,0.34967443113874913
0.36155884317483106,0.42149844902735706,0.355033541034844
0.37680990720631424,0.46049379340685337,0.37055853552003526
0.3808297669085708,0.46460529121327987,0.3747459983931627
0.3965507975845403,0.49848035529034607,0.39100140332561134
