Fitness Cultural,Fitness Genético,Fitness SPF
0.6598482349059717,476.1904761904762,0.7601672367920942
0.6683598449405159,3.5460992907801416,0.5372300419039433
0.9847365829640571,1.8889308651303358,0.9295408068414203
0.45405012713403564,0.8086035416835125,0.3516050771773144
0.5620503597122303,0.9638554216867469,0.5617977528089888
0.36654876014881876,0.5971931919976112,0.4445827590806029
0.4432820603750167,0.6732193348592971,0.4375027343920899
0.5611357387352001,0.7385797112153328,0.5183495749533484
0.3903657727290471,0.6105006105006106,0.3263121828653473
0.37505156959081876,0.4985044865403788,0.1819687195771047
0.5635390250774867,0.8521516829995739,0.37573503165567645
0.20947233917761163,0.2978317846080534,0.2125127507650459
0.1206891349606252,0.19567174108715224,0.08247796807277856
0.13028212594373112,0.18191740949608878,0.15224060104589296
0.24864179419918692,0.273920070123538,0.23007546475243879
0.1856889524357748,0.2611443344736636,0.12468672460443138
0.15802656426545303,0.233912657013871,0.16097486377502154
0.10114956480399744,0.12171076653440766,0.060947551584483985
0.15094111786991896,0.17510528205083306,0.10376134889753567
0.10040463066156613,0.11668475280335118,0.09689828586932298
