,cultural,dijkstra,genetico
0,0.0556563201624575,0.060937438644657754,0.0556563201624575
1,0.0734291689803368,0.07383955051853458,0.0734291689803368
2,0.10068337763736143,0.11637000857653959,0.09671766213485088
3,0.13258773987904676,0.1517587189133915,0.12683625679970628
4,0.14552625058864674,0.18352963241402184,0.14030615411704822
5,0.17329606825524715,0.20748231030839495,0.1672045018967655
6,0.19657535483846933,0.2474427337658281,0.18612387649787815
7,0.20390229389230877,0.2638427906572741,0.1936722596445969
8,0.22846001667858473,0.3046855564540077,0.21717564559351732
9,0.2616048348375649,0.3442702408011745,0.2497952616189361
10,0.2853477571884306,0.3670881944880107,0.2742522247716649
11,0.29484432993717874,0.39459873379711413,0.2783641120836231
12,0.3073743598251521,0.4124833184348344,0.2911909039315403
13,0.3262705892393573,0.43289703493688064,0.3061301135605111
14,0.3368727181692713,0.460427381572055,0.3170086708634283
15,0.3434021188923275,0.46847070034093075,0.3239515255545047
16,0.33990894836973357,0.4749249342599504,0.32093596683013703
17,0.35019690889555266,0.4990919595534566,0.33314321829523097
18,0.3653416542780871,0.5230731107797257,0.3511455497054207
19,0.39017073019551163,0.5496002534900831,0.36963748430752374
20,0.4242846753234033,0.5776762852882362,0.39862348499832245
21,0.45607188855756897,0.6089657100682773,0.43165159674675824
22,0.49608789412895243,0.6461644012490618,0.4697299386453244
23,0.5050593844471973,0.6550900778251302,0.4745638749721384
24,0.5251102021010917,0.6764009022166371,0.4922787560938403
25,0.5488394355128156,0.7047909017997752,0.5159255709937188
26,0.5645033847804383,0.7232713666426972,0.5178091848818945
27,0.5751297084080308,0.7585168884935063,0.5277074525904297
28,0.5805417431885632,0.7704717914975905,0.5334398479946652
29,0.5979277523898034,0.7823035548609326,0.5508910276548797
30,0.6185869811487736,0.7981728808518069,0.5723160953415631
31,0.6547918594643486,0.8349623708373245,0.6102178746525331
32,0.6601331733018017,0.8549417227803597,0.6144830231294317
33,0.6752549088182306,0.8762830279823238,0.6254329573111007
34,0.6945633569503806,0.8917011916890882,0.6459570004486146
35,0.7274132855447536,0.9156530220657724,0.6786883738257448
36,0.7610246262889145,0.9537208683913732,0.7110283185676889
37,0.7780434266165989,0.9721141158427745,0.7278967387876266
38,0.7907104234176371,0.99592419895539,0.7423400269313354
39,0.8093268645617164,1.0153993979403682,0.7608107261592473
40,0.8227631146673646,1.0336478186437648,0.7740196679856213
41,0.8294453443240123,1.0388849566947986,0.7816432555175693
42,0.8463230399717434,1.0584175470465822,0.800017032083303
43,0.8888013261705889,1.0996967478981023,0.8425071389731835
44,0.9179570880953073,1.1100620093537072,0.8721199183300722
45,0.948128961137699,1.1436711678886289,0.9043291319514726
46,0.9531539945557919,1.1549436484819642,0.9094411326200826
47,0.9626416588282934,1.1749851195520866,0.9167515771575085
48,0.9650577797115665,1.1792401448203178,0.9192219974083956
49,0.9833028663377588,1.2043502338249807,0.9306871164716066
