cultural,dijkstra,genetico
0.372480269767568,0.34345240043726616,0.372480269767568
0.5766658008774573,0.5205029419401066,0.5811885917969938
0.7099734859976619,0.6463976981340555,0.7060560853277984
0.825913360610526,0.8112486348469152,0.8381630653063376
1.0301088713748883,1.0132294819339345,1.046049110999551
1.1315591303921197,1.1306567333341626,1.1485165566391793
1.2482024425969203,1.2435143724684163,1.2632802500490279
1.3752442272918122,1.4077799606068908,1.3856569746391494
1.6413979204730746,1.674548580716704,1.6470673996912464
1.8696277640098002,1.900657006768199,1.8840300059680524
1.9250844499253177,1.921470514114651,1.9371164682267845
2.010158981152535,2.0091176518058402,1.996377620548061
2.113651727105785,2.0943156838467685,2.0839515386161325
2.2956568568432836,2.3172150741784843,2.2546079285488663
2.414076318621917,2.47109854400986,2.3873630058828343
2.618713832098923,2.7043667519332035,2.5865794297581677
2.634936293751928,2.7297014514791993,2.607486514223597
2.832630956657083,2.936762807206661,2.8081098486095453
2.8682449082238275,2.9764706468358475,2.85285721862067
2.993531718692767,3.1330240657743618,2.9900199755350068
