Cultural,Genético,SPF,ciclo,destino,origem
0.833,0.833,0.833,1,LT,NL
0.001,0.001,0.449,1,IE,BE
0.424,0.424,0.424,1,IS,DK
0.8460000000000001,0.8460000000000001,0.8460000000000001,1,NO,DK
2.6149999999999998,2.6149999999999998,2.6149999999999998,1,DE,DK
0.9640000000000001,0.9640000000000001,0.9640000000000001,1,EE,DK
0.416,0.416,0.416,1,SE,DK
0.001,0.001,0.001,1,RU,DK
0.416,0.416,0.416,1,UA,PL
0.424,0.424,0.424,1,BY,PL
1.603,1.603,1.289,1,DE,PL
0.358,0.358,0.6719999999999999,1,CZ,PL
0.315,0.315,0.315,1,LT,PL
0.001,0.001,0.351,1,CZ,DE
0.001,0.001,0.001,1,LU,DE
0.409,0.409,0.409,1,CH,DE
0.001,0.001,0.001,1,CY,DE
0.001,0.001,0.001,1,IL,DE
2.8770000000000002,2.8770000000000002,2.213,1,AT,DE
0.371,0.371,0.371,1,RU,DE
0.358,0.358,1.0219999999999998,1,SK,CZ
0.001,0.001,0.001,1,FR,LU
0.372,0.372,0.372,1,CH,FR
0.408,0.001,0.408,1,ES,FR
0.408,0.001,0.408,1,UK,FR
0.372,0.372,0.372,1,IT,CH
0.409,0.409,0.409,1,ES,CH
0.387,0.387,0.387,1,ES,IT
0.387,0.387,0.387,1,MT,IT
0.001,0.001,0.001,1,AT,IT
0.73,0.73,0.73,1,GR,IT
0.001,0.001,0.001,1,RO,MD
0.001,0.001,0.001,1,HU,BG
0.428,0.428,0.428,1,MK,BG
0.359,0.359,0.359,1,RO,BG
0.001,0.001,0.001,1,TR,BG
0.786,0.786,0.786,1,GR,BG
0.001,0.001,0.001,1,TR,RO
0.001,0.001,0.001,1,HU,RO
0.76,0.76,0.76,1,AT,GR
0.001,0.001,0.001,1,UK,CY
0.001,0.001,0.001,1,LT,IL
1.044,1.044,1.044,1,HR,ME
0.001,0.001,0.001,1,RS,HU
0.358,0.358,0.6719999999999999,1,HR,HU
0.358,0.358,0.6719999999999999,1,SK,HU
0.351,0.351,0.001,1,AT,SK
0.387,0.794,0.387,1,ES,PT
0.001,0.408,0.001,1,UK,PT
1.001,1.001,0.687,1,SL,HR
1.398,1.398,1.084,1,AT,SL
1.147,1.147,1.147,1,LV,LT
0.001,0.001,0.001,1,UK,IS
0.449,0.449,0.001,1,UK,IE
0.001,0.001,0.001,1,SE,NO
0.416,0.416,0.416,1,FI,SE
0.001,0.001,0.001,1,LV,EE
0.8480000000000001,0.8480000000000001,1.296,2,BE,NL
0.73,0.73,0.73,2,DK,NL
0.8480000000000001,0.8480000000000001,1.197,2,DE,NL
1.281,1.281,0.833,2,UK,NL
0.833,0.833,1.182,2,LT,NL
0.001,0.001,0.449,2,IE,BE
0.424,0.424,0.424,2,IS,DK
0.8460000000000001,0.8460000000000001,0.8460000000000001,2,NO,DK
3.412,3.412,3.0629999999999997,2,DE,DK
1.3130000000000002,1.3130000000000002,0.9640000000000001,2,EE,DK
0.864,0.864,0.864,2,SE,DK
0.001,0.001,0.001,2,RU,DK
0.416,0.416,0.416,2,UA,PL
0.424,0.424,0.424,2,BY,PL
1.603,1.603,1.289,2,DE,PL
0.358,0.358,0.6719999999999999,2,CZ,PL
0.315,0.315,0.315,2,LT,PL
0.001,0.001,0.351,2,CZ,DE
0.001,0.001,0.001,2,LU,DE
1.088,1.088,1.443,2,CH,DE
0.331,0.331,0.331,2,CY,DE
0.001,0.001,0.001,2,IL,DE
3.68,3.68,2.661,2,AT,DE
0.371,0.371,0.371,2,RU,DE
0.647,0.647,1.3109999999999997,2,SK,CZ
0.001,0.001,0.001,2,FR,LU
0.372,0.372,0.372,2,CH,FR
0.408,0.325,0.408,2,ES,FR
0.408,0.325,0.408,2,UK,FR
0.721,0.721,1.076,2,IT,CH
0.733,0.733,0.733,2,ES,CH
0.784,0.784,0.784,2,ES,IT
0.736,0.736,0.736,2,MT,IT
0.356,0.356,0.001,2,AT,IT
1.127,1.127,1.127,2,GR,IT
0.001,0.001,0.001,2,RO,MD
0.001,0.001,0.287,2,HU,BG
0.8140000000000001,0.8140000000000001,0.8140000000000001,2,MK,BG
0.359,0.359,0.359,2,RO,BG
0.387,0.387,0.673,2,TR,BG
1.183,1.183,1.183,2,GR,BG
0.287,0.287,0.001,2,TR,RO
0.287,0.287,0.001,2,HU,RO
0.76,0.76,0.76,2,AT,GR
0.001,0.001,0.001,2,UK,CY
0.001,0.001,0.001,2,LT,IL
1.333,1.333,1.333,2,HR,ME
0.001,0.001,0.001,2,RS,HU
1.004,1.004,1.3179999999999998,2,HR,HU
1.29,1.29,1.6039999999999999,2,SK,HU
0.351,0.351,0.001,2,AT,SK
0.7110000000000001,0.794,0.7110000000000001,2,ES,PT
0.001,0.732,0.001,2,UK,PT
1.4489999999999998,1.4489999999999998,1.135,2,SL,HR
1.8459999999999999,1.8459999999999999,1.532,2,AT,SL
1.147,1.147,1.496,2,LV,LT
0.001,0.001,0.001,2,UK,IS
0.449,0.449,0.001,2,UK,IE
0.001,0.001,0.001,2,SE,NO
0.416,0.416,0.416,2,FI,SE
0.35,0.35,0.001,2,LV,EE
0.8480000000000001,0.8480000000000001,1.605,3,BE,NL
0.73,0.73,0.73,3,DK,NL
1.2160000000000002,1.5250000000000001,2.611,3,DE,NL
1.5819999999999999,1.8909999999999998,1.134,3,UK,NL
1.502,1.502,1.9859999999999998,3,LT,NL
0.001,0.001,0.758,3,IE,BE
0.424,0.424,0.424,3,IS,DK
1.1840000000000002,0.8460000000000001,0.8460000000000001,3,NO,DK
4.478,4.478,3.6929999999999996,3,DE,DK
2.0410000000000004,2.0410000000000004,1.256,3,EE,DK
0.864,1.202,1.202,3,SE,DK
0.001,0.001,0.001,3,RU,DK
0.416,0.416,0.416,3,UA,PL
0.725,0.725,0.725,3,BY,PL
1.603,1.603,1.5899999999999999,3,DE,PL
0.71,0.71,1.024,3,CZ,PL
0.616,0.616,0.315,3,LT,PL
0.339,0.339,0.6890000000000001,3,CZ,DE
0.8049999999999999,0.8049999999999999,0.8049999999999999,3,LU,DE
1.088,1.088,1.443,3,CH,DE
0.64,0.331,0.331,3,CY,DE
0.001,0.001,0.001,3,IL,DE
4.058,4.058,3.039,3,AT,DE
0.371,0.371,0.371,3,RU,DE
1.7570000000000001,1.7570000000000001,2.421,3,SK,CZ
0.001,0.001,0.001,3,FR,LU
0.372,0.372,0.372,3,CH,FR
0.408,0.325,0.408,3,ES,FR
0.408,0.325,0.408,3,UK,FR
0.721,0.721,1.076,3,IT,CH
0.733,0.733,0.733,3,ES,CH
0.784,0.784,0.784,3,ES,IT
0.736,0.736,0.736,3,MT,IT
0.356,0.356,0.001,3,AT,IT
1.127,1.127,1.127,3,GR,IT
0.421,0.421,0.421,3,RO,MD
0.001,0.001,0.287,3,HU,BG
0.8140000000000001,0.8140000000000001,0.8140000000000001,3,MK,BG
0.359,0.359,0.359,3,RO,BG
0.765,0.765,1.0510000000000002,3,TR,BG
1.561,1.561,1.561,3,GR,BG
0.287,0.287,0.001,3,TR,RO
0.707,0.707,0.421,3,HU,RO
1.138,1.138,1.138,3,AT,GR
0.636,0.327,0.327,3,UK,CY
0.001,0.001,0.001,3,LT,IL
1.333,1.333,1.333,3,HR,ME
0.001,0.001,0.001,3,RS,HU
1.004,1.004,1.3179999999999998,3,HR,HU
1.71,1.71,2.024,3,SK,HU
0.351,0.351,0.001,3,AT,SK
0.7110000000000001,0.794,0.7110000000000001,3,ES,PT
0.001,0.732,0.001,3,UK,PT
1.4489999999999998,1.4489999999999998,1.135,3,SL,HR
1.8459999999999999,1.8459999999999999,1.532,3,AT,SL
1.5150000000000001,1.5150000000000001,2.3,3,LV,LT
0.001,0.001,0.001,3,UK,IS
0.758,0.758,0.001,3,UK,IE
0.339,0.001,0.001,3,SE,NO
0.416,0.416,0.416,3,FI,SE
0.786,0.786,0.001,3,LV,EE
0.8480000000000001,0.8480000000000001,1.605,4,BE,NL
0.73,0.73,0.73,4,DK,NL
1.5260000000000002,1.8350000000000002,2.9210000000000003,4,DE,NL
1.5819999999999999,1.8909999999999998,1.134,4,UK,NL
1.502,1.502,1.9859999999999998,4,LT,NL
0.001,0.001,0.758,4,IE,BE
0.424,0.424,0.424,4,IS,DK
1.1840000000000002,0.8460000000000001,0.8460000000000001,4,NO,DK
5.479,5.479,4.694,4,DE,DK
2.0410000000000004,2.0410000000000004,1.256,4,EE,DK
1.865,2.203,2.203,4,SE,DK
0.001,0.001,0.001,4,RU,DK
0.843,0.843,0.843,4,UA,PL
0.725,0.725,0.725,4,BY,PL
2.3949999999999996,2.3949999999999996,2.3819999999999997,4,DE,PL
0.71,0.71,1.024,4,CZ,PL
0.616,0.616,0.315,4,LT,PL
0.9750000000000001,0.9750000000000001,1.4080000000000001,4,CZ,DE
1.2,1.2,1.2,4,LU,DE
1.088,1.088,1.443,4,CH,DE
0.64,0.331,0.331,4,CY,DE
0.001,0.001,0.001,4,IL,DE
5.1899999999999995,5.1899999999999995,4.088,4,AT,DE
0.371,0.371,0.371,4,RU,DE
2.393,2.393,3.1399999999999997,4,SK,CZ
0.001,0.001,0.001,4,FR,LU
0.372,0.372,0.372,4,CH,FR
0.701,0.618,0.701,4,ES,FR
0.408,0.325,0.408,4,UK,FR
0.721,0.721,1.076,4,IT,CH
0.733,0.733,0.733,4,ES,CH
1.191,1.191,1.191,4,ES,IT
0.736,0.736,0.736,4,MT,IT
0.7629999999999999,0.7629999999999999,0.408,4,AT,IT
1.127,1.127,1.127,4,GR,IT
0.421,0.421,0.421,4,RO,MD
0.001,0.001,0.287,4,HU,BG
1.241,1.241,1.241,4,MK,BG
0.359,0.359,0.671,4,RO,BG
0.765,0.765,1.0510000000000002,4,TR,BG
1.988,1.988,2.3,4,GR,BG
0.287,0.287,0.001,4,TR,RO
1.019,1.019,0.421,4,HU,RO
1.875,1.875,2.187,4,AT,GR
0.636,0.327,0.327,4,UK,CY
0.001,0.001,0.001,4,LT,IL
1.333,1.333,1.333,4,HR,ME
0.001,0.001,0.001,4,RS,HU
1.004,1.004,1.3179999999999998,4,HR,HU
2.417,2.417,2.419,4,SK,HU
0.746,0.746,0.001,4,AT,SK
1.118,1.201,1.118,4,ES,PT
0.001,0.732,0.001,4,UK,PT
1.4489999999999998,1.4489999999999998,1.135,4,SL,HR
2.2529999999999997,2.2529999999999997,1.939,4,AT,SL
1.5150000000000001,1.5150000000000001,2.3,4,LV,LT
0.001,0.001,0.001,4,UK,IS
0.758,0.758,0.001,4,UK,IE
0.339,0.001,0.001,4,SE,NO
1.417,1.417,1.417,4,FI,SE
0.786,0.786,0.001,4,LV,EE
1.23,1.23,2.2920000000000003,5,BE,NL
0.73,0.73,1.035,5,DK,NL
1.5260000000000002,1.8350000000000002,2.9210000000000003,5,DE,NL
1.5819999999999999,1.8909999999999998,1.134,5,UK,NL
1.884,1.884,2.368,5,LT,NL
0.001,0.001,1.063,5,IE,BE
0.729,0.729,0.424,5,IS,DK
1.1840000000000002,0.8460000000000001,0.8460000000000001,5,NO,DK
5.799,5.799,5.014,5,DE,DK
2.0410000000000004,2.0410000000000004,1.256,5,EE,DK
2.49,2.828,2.828,5,SE,DK
0.001,0.001,0.001,5,RU,DK
0.843,0.843,0.843,5,UA,PL
0.725,0.725,0.725,5,BY,PL
2.3949999999999996,2.3949999999999996,2.3819999999999997,5,DE,PL
1.121,1.121,1.435,5,CZ,PL
0.616,0.616,0.315,5,LT,PL
0.9750000000000001,0.9750000000000001,1.4080000000000001,5,CZ,DE
1.93,1.93,1.93,5,LU,DE
1.088,1.088,1.443,5,CH,DE
0.64,0.331,0.331,5,CY,DE
0.001,0.001,0.001,5,IL,DE
5.93,5.93,4.828,5,AT,DE
0.7010000000000001,0.7010000000000001,0.7010000000000001,5,RU,DE
2.393,2.393,3.1399999999999997,5,SK,CZ
0.321,0.321,0.321,5,FR,LU
0.372,0.372,0.372,5,CH,FR
0.701,0.618,0.701,5,ES,FR
0.408,0.325,0.408,5,UK,FR
0.721,0.721,1.076,5,IT,CH
0.733,0.733,0.733,5,ES,CH
1.6280000000000001,1.6280000000000001,1.6280000000000001,5,ES,IT
0.736,0.736,0.736,5,MT,IT
1.2,1.2,0.845,5,AT,IT
1.127,1.127,1.127,5,GR,IT
0.421,0.421,0.421,5,RO,MD
0.001,0.001,0.287,5,HU,BG
1.241,1.241,1.241,5,MK,BG
0.359,0.359,0.671,5,RO,BG
0.765,0.765,1.0510000000000002,5,TR,BG
2.318,2.318,2.63,5,GR,BG
0.287,0.287,0.001,5,TR,RO
1.019,1.019,0.421,5,HU,RO
2.615,2.615,2.927,5,AT,GR
0.636,0.327,0.327,5,UK,CY
0.001,0.001,0.001,5,LT,IL
1.333,1.333,1.333,5,HR,ME
0.001,0.001,0.001,5,RS,HU
1.448,1.448,1.7619999999999998,5,HR,HU
2.417,2.417,2.419,5,SK,HU
0.746,0.746,0.001,5,AT,SK
1.118,1.201,1.118,5,ES,PT
0.001,0.732,0.001,5,UK,PT
1.8929999999999998,1.8929999999999998,1.579,5,SL,HR
2.2529999999999997,2.2529999999999997,1.939,5,AT,SL
1.8970000000000002,1.8970000000000002,2.682,5,LV,LT
0.306,0.306,0.001,5,UK,IS
1.063,1.063,0.001,5,UK,IE
0.339,0.001,0.001,5,SE,NO
1.737,1.737,1.737,5,FI,SE
0.786,0.786,0.001,5,LV,EE
1.23,1.23,2.2920000000000003,6,BE,NL
0.73,0.73,1.035,6,DK,NL
1.5260000000000002,1.8350000000000002,2.9210000000000003,6,DE,NL
1.5819999999999999,1.8909999999999998,1.134,6,UK,NL
1.884,1.884,2.368,6,LT,NL
0.001,0.001,1.063,6,IE,BE
1.056,1.056,0.751,6,IS,DK
1.1840000000000002,0.8460000000000001,0.8460000000000001,6,NO,DK
6.628,6.628,5.843,6,DE,DK
2.0410000000000004,2.0410000000000004,1.256,6,EE,DK
3.2190000000000003,3.557,3.557,6,SE,DK
0.001,0.001,0.001,6,RU,DK
0.843,0.843,0.843,6,UA,PL
0.725,0.725,0.725,6,BY,PL
2.3949999999999996,2.3949999999999996,2.3819999999999997,6,DE,PL
1.121,1.121,1.435,6,CZ,PL
0.616,0.616,0.315,6,LT,PL
0.9750000000000001,0.9750000000000001,1.4080000000000001,6,CZ,DE
1.93,1.93,1.93,6,LU,DE
1.5150000000000001,1.5150000000000001,1.87,6,CH,DE
0.64,0.331,0.331,6,CY,DE
0.001,0.001,0.001,6,IL,DE
6.332,6.332,5.23,6,AT,DE
0.7010000000000001,0.7010000000000001,0.7010000000000001,6,RU,DE
2.803,2.803,3.55,6,SK,CZ
0.321,0.321,0.321,6,FR,LU
0.372,0.372,0.372,6,CH,FR
0.701,0.618,0.701,6,ES,FR
0.408,0.325,0.408,6,UK,FR
0.721,1.156,1.076,6,IT,CH
0.733,1.168,0.733,6,ES,CH
2.063,1.6280000000000001,2.063,6,ES,IT
0.736,0.736,0.736,6,MT,IT
1.2,1.2,0.845,6,AT,IT
1.562,1.562,1.562,6,GR,IT
0.828,0.828,0.828,6,RO,MD
0.5860000000000001,0.306,0.592,6,HU,BG
1.241,1.241,1.241,6,MK,BG
1.074,0.794,1.106,6,RO,BG
0.765,0.765,1.0510000000000002,6,TR,BG
2.753,2.753,3.065,6,GR,BG
0.287,0.287,0.001,6,TR,RO
1.426,1.706,1.108,6,HU,RO
2.615,2.615,2.927,6,AT,GR
1.004,0.6950000000000001,0.6950000000000001,6,UK,CY
0.001,0.001,0.001,6,LT,IL
1.333,1.333,1.333,6,HR,ME
0.688,0.688,0.688,6,RS,HU
1.8579999999999999,1.8579999999999999,2.1719999999999997,6,HR,HU
3.132,3.132,3.1340000000000003,6,SK,HU
0.746,0.746,0.001,6,AT,SK
1.5530000000000002,1.6360000000000001,1.5530000000000002,6,ES,PT
0.001,0.732,0.001,6,UK,PT
2.295,2.295,1.9809999999999999,6,SL,HR
2.655,2.655,2.341,6,AT,SL
1.8970000000000002,1.8970000000000002,2.682,6,LV,LT
0.306,0.306,0.001,6,UK,IS
1.063,1.063,0.001,6,UK,IE
0.339,0.001,0.001,6,SE,NO
1.737,1.737,1.737,6,FI,SE
0.786,0.786,0.001,6,LV,EE
1.5739999999999998,1.5739999999999998,2.636,7,BE,NL
1.0739999999999998,1.0739999999999998,1.379,7,DK,NL
1.5260000000000002,1.8350000000000002,3.2340000000000004,7,DE,NL
1.5819999999999999,1.8909999999999998,1.134,7,UK,NL
1.884,1.884,2.681,7,LT,NL
0.001,0.001,1.063,7,IE,BE
1.056,1.056,0.751,7,IS,DK
1.5570000000000002,1.219,1.219,7,NO,DK
7.398000000000001,7.398000000000001,6.947,7,DE,DK
2.0410000000000004,2.0410000000000004,1.59,7,EE,DK
3.96,4.298,4.298,7,SE,DK
0.001,0.001,0.001,7,RU,DK
0.843,0.843,0.843,7,UA,PL
0.725,0.725,0.725,7,BY,PL
2.3949999999999996,2.3949999999999996,2.7159999999999997,7,DE,PL
1.121,1.121,1.435,7,CZ,PL
0.95,0.95,0.315,7,LT,PL
0.9750000000000001,0.9750000000000001,1.4080000000000001,7,CZ,DE
1.93,1.93,1.93,7,LU,DE
1.9120000000000001,1.9120000000000001,2.2670000000000003,7,CH,DE
1.038,0.7290000000000001,0.7290000000000001,7,CY,DE
0.314,0.314,0.001,7,IL,DE
7.103,7.103,6.001,7,AT,DE
0.7010000000000001,0.7010000000000001,0.7010000000000001,7,RU,DE
2.803,2.803,3.55,7,SK,CZ
0.321,0.321,0.321,7,FR,LU
0.372,0.372,0.372,7,CH,FR
0.701,0.618,0.701,7,ES,FR
0.408,0.325,0.408,7,UK,FR
0.721,1.156,1.076,7,IT,CH
0.733,1.168,0.733,7,ES,CH
2.063,1.6280000000000001,2.063,7,ES,IT
0.736,0.736,0.736,7,MT,IT
1.2,1.2,0.845,7,AT,IT
1.562,1.562,1.562,7,GR,IT
0.828,0.828,0.828,7,RO,MD
0.996,0.716,1.002,7,HU,BG
1.241,1.241,1.241,7,MK,BG
1.074,0.794,1.106,7,RO,BG
1.175,1.175,1.461,7,TR,BG
2.753,2.753,3.065,7,GR,BG
0.287,0.287,0.001,7,TR,RO
1.426,1.706,1.108,7,HU,RO
2.615,2.615,2.927,7,AT,GR
1.29,0.9810000000000001,0.9810000000000001,7,UK,CY
0.314,0.314,0.001,7,LT,IL
1.7309999999999999,1.7309999999999999,1.7309999999999999,7,HR,ME
0.688,0.688,0.688,7,RS,HU
1.8579999999999999,1.8579999999999999,2.1719999999999997,7,HR,HU
3.5420000000000003,3.5420000000000003,3.5440000000000005,7,SK,HU
0.746,0.746,0.001,7,AT,SK
1.5530000000000002,1.6360000000000001,1.5530000000000002,7,ES,PT
0.001,0.732,0.001,7,UK,PT
2.693,2.693,2.379,7,SL,HR
3.053,3.053,2.7390000000000003,7,AT,SL
2.5440000000000005,2.5440000000000005,2.995,7,LV,LT
0.592,0.592,0.287,7,UK,IS
1.063,1.063,0.001,7,UK,IE
0.339,0.001,0.001,7,SE,NO
2.081,2.081,2.081,7,FI,SE
1.12,1.12,0.001,7,LV,EE
1.5739999999999998,1.5739999999999998,2.636,8,BE,NL
1.4909999999999999,1.4909999999999999,1.796,8,DK,NL
2.265,2.574,3.9730000000000003,8,DE,NL
1.9989999999999999,2.308,1.551,8,UK,NL
1.884,1.884,2.681,8,LT,NL
0.001,0.001,1.063,8,IE,BE
1.056,1.056,0.751,8,IS,DK
1.5570000000000002,1.219,1.219,8,NO,DK
7.7780000000000005,7.7780000000000005,7.327,8,DE,DK
2.0410000000000004,2.0410000000000004,1.59,8,EE,DK
4.34,4.678,4.678,8,SE,DK
0.001,0.001,0.001,8,RU,DK
0.843,0.843,0.843,8,UA,PL
0.725,0.725,0.725,8,BY,PL
2.8359999999999994,2.8359999999999994,3.1569999999999996,8,DE,PL
1.121,1.121,1.435,8,CZ,PL
0.95,0.95,0.315,8,LT,PL
1.372,1.3920000000000001,1.4080000000000001,8,CZ,DE
1.93,1.93,1.93,8,LU,DE
2.306,2.306,2.6610000000000005,8,CH,DE
1.436,1.1270000000000002,1.1270000000000002,8,CY,DE
0.7110000000000001,0.7110000000000001,0.398,8,IL,DE
9.435000000000002,9.415000000000003,8.73,8,AT,DE
1.4690000000000003,1.4690000000000003,1.4690000000000003,8,RU,DE
3.2,3.2199999999999998,3.55,8,SK,CZ
0.321,0.321,0.321,8,FR,LU
0.372,0.372,0.8200000000000001,8,CH,FR
1.149,1.066,0.701,8,ES,FR
0.856,0.773,0.856,8,UK,FR
0.721,1.156,1.524,8,IT,CH
0.733,1.168,0.733,8,ES,CH
2.511,2.076,2.063,8,ES,IT
1.184,1.184,1.184,8,MT,IT
1.2,1.2,0.845,8,AT,IT
1.562,1.562,1.562,8,GR,IT
1.225,1.225,1.225,8,RO,MD
0.996,0.716,1.002,8,HU,BG
1.621,1.621,1.621,8,MK,BG
1.074,1.191,1.5030000000000001,8,RO,BG
1.175,1.175,1.461,8,TR,BG
3.455,3.8520000000000003,4.164,8,GR,BG
0.287,0.287,0.001,8,TR,RO
1.823,1.706,1.108,8,HU,RO
3.317,3.7140000000000004,4.026,8,AT,GR
1.29,0.9810000000000001,0.9810000000000001,8,UK,CY
0.314,0.314,0.001,8,LT,IL
1.7309999999999999,1.7309999999999999,1.7309999999999999,8,HR,ME
0.688,0.688,0.688,8,RS,HU
1.8579999999999999,2.275,2.1719999999999997,8,HR,HU
3.939,3.959,3.5440000000000005,8,SK,HU
0.746,0.746,0.001,8,AT,SK
1.5530000000000002,1.6360000000000001,1.5530000000000002,8,ES,PT
0.418,1.149,0.418,8,UK,PT
3.949,3.532,3.635,8,SL,HR
4.309,3.892,3.995,8,AT,SL
2.5440000000000005,2.5440000000000005,2.995,8,LV,LT
0.592,0.592,0.287,8,UK,IS
1.511,1.511,0.449,8,UK,IE
0.339,0.001,0.001,8,SE,NO
2.081,2.081,2.081,8,FI,SE
1.12,1.12,0.001,8,LV,EE
1.8829999999999998,1.8829999999999998,2.9450000000000003,9,BE,NL
1.771,1.4909999999999999,1.796,9,DK,NL
2.854,2.883,4.619000000000001,9,DE,NL
1.9989999999999999,2.308,1.551,9,UK,NL
1.884,1.884,3.0180000000000002,9,LT,NL
0.367,0.367,1.4289999999999998,9,IE,BE
1.056,1.056,0.751,9,IS,DK
1.8370000000000002,1.499,1.499,9,NO,DK
8.498000000000001,8.778,8.327,9,DE,DK
2.3640000000000003,2.3640000000000003,1.913,9,EE,DK
4.34,4.678,4.678,9,SE,DK
0.001,0.001,0.001,9,RU,DK
0.843,0.843,0.843,9,UA,PL
0.725,0.725,0.725,9,BY,PL
3.1729999999999996,3.1729999999999996,3.1569999999999996,9,DE,PL
1.121,1.121,1.435,9,CZ,PL
1.287,1.287,0.315,9,LT,PL
1.726,1.746,2.056,9,CZ,DE
1.93,1.93,1.93,9,LU,DE
2.306,2.306,2.6610000000000005,9,CH,DE
1.436,1.1270000000000002,1.1270000000000002,9,CY,DE
1.0050000000000001,1.0050000000000001,0.692,9,IL,DE
11.392000000000001,11.372000000000002,10.392999999999999,9,AT,DE
1.4690000000000003,1.4690000000000003,1.4690000000000003,9,RU,DE
3.2,3.2199999999999998,3.844,9,SK,CZ
0.321,0.321,0.321,9,FR,LU
0.372,0.372,0.8200000000000001,9,CH,FR
1.149,1.066,1.085,9,ES,FR
0.856,0.773,1.24,9,UK,FR
0.721,1.156,1.524,9,IT,CH
0.733,1.168,0.733,9,ES,CH
2.511,2.076,2.063,9,ES,IT
1.184,1.184,1.184,9,MT,IT
1.2,1.2,0.845,9,AT,IT
1.562,1.562,1.562,9,GR,IT
1.5050000000000001,1.5050000000000001,1.5050000000000001,9,RO,MD
1.376,1.096,1.3820000000000001,9,HU,BG
1.621,1.621,1.621,9,MK,BG
1.074,1.191,1.7830000000000001,9,RO,BG
1.175,1.175,1.461,9,TR,BG
3.455,3.8520000000000003,4.444,9,GR,BG
0.287,0.287,0.001,9,TR,RO
2.1029999999999998,1.986,1.108,9,HU,RO
3.317,3.7140000000000004,4.306,9,AT,GR
1.29,0.9810000000000001,0.9810000000000001,9,UK,CY
0.314,0.314,0.001,9,LT,IL
2.04,2.04,2.04,9,HR,ME
1.068,1.068,1.068,9,RS,HU
1.8579999999999999,2.275,2.1719999999999997,9,HR,HU
4.219,4.239,3.5440000000000005,9,SK,HU
1.32,1.32,0.001,9,AT,SK
1.9370000000000003,2.02,1.5530000000000002,9,ES,PT
0.802,1.533,0.418,9,UK,PT
4.581,4.164000000000001,4.267,9,SL,HR
5.295000000000001,4.878,4.981000000000001,9,AT,SL
2.8810000000000007,2.8810000000000007,3.3320000000000003,9,LV,LT
0.592,0.592,0.287,9,UK,IS
1.895,1.895,0.833,9,UK,IE
0.339,0.001,0.001,9,SE,NO
2.081,2.081,2.081,9,FI,SE
1.12,1.12,0.001,9,LV,EE
1.8829999999999998,1.8829999999999998,2.9450000000000003,10,BE,NL
1.771,1.4909999999999999,1.796,10,DK,NL
2.854,2.883,4.619000000000001,10,DE,NL
