Fitness Cultural,Fitness Genético,Fitness SPF
0.7760360080707746,0.7760360080707746,0.6058403004967889
0.7575183698204682,0.7575183698204682,0.7930214115781126
0.4413841807909604,0.4194279003439309,0.3612455747417094
0.19554547410000198,0.21324689725764495,0.12739827247942517
0.22198297390590135,0.22598359359110526,0.2313154911984456
0.3303600925008259,0.3281216675143143,0.31485154749535593
0.2332470319315186,0.23631723225257584,0.13889467616706253
0.2644138605745714,0.27208663238375097,0.19672840659827076
0.22248920927335022,0.22272707024811797,0.1448603546181481
0.1553072365406866,0.165438287382849,0.17592006192386178
0.07373271889400922,0.06682459546060525,0.06440083077071694
0.1300483129482603,0.1451241900256144,0.11173558890242132
0.12830876220537102,0.12305496249900018,0.10083948874379206
0.14106660459736067,0.14636680986219566,0.09452465912044804
0.07782131447982288,0.07972892166633445,0.06195806058878744
0.07538777587214232,0.07699503766982219,0.05889888533859497
0.09220456504801552,0.10090410074265418,0.0741759973890049
0.08536210605388057,0.08641473889786641,0.06889068770128996
0.04729563555875064,0.04714957258912448,0.03421487970903666
0.0823658774642841,0.07559150351500492,0.09697204780721957
