cultural,dijkstra,genetico
0.05968035799046559,0.07363694504339975,0.05968035799046559
0.08992790041320477,0.10416756605672334,0.08992790041320477
0.12861932026509293,0.13359199247913572,0.12861932026509293
0.15071804651552032,0.15855186275101968,0.15071804651552032
0.17376771982892986,0.1860544947051804,0.16901065727559098
0.19869794017193895,0.21678485055135063,0.19309523590671554
0.22076151262062294,0.25642530367269994,0.21013144618387006
0.23666454902717002,0.28269315141535156,0.22494272214666836
0.27177697120602784,0.3109321385852463,0.2622413778558606
0.31261659643025413,0.3494299383541454,0.30275815001845513
0.3253784749304292,0.38333321268584586,0.31486077525186873
0.3572573188657118,0.41738575036815717,0.3482492012465085
0.3538642005100225,0.425032126746007,0.3448095422904439
0.37750363161579903,0.47331412889368685,0.36176763009122054
0.3997282193574146,0.5007356717740539,0.38141269021853513
0.41945470747552305,0.5220173079555838,0.3894639902164572
0.4376895834133724,0.5442796979590453,0.4066794008367464
0.4454738014655944,0.5699311270762368,0.41460701938037725
0.46097280394186596,0.5879502132381221,0.43076869829244957
0.46959529653997556,0.61307540451675,0.44012391075489393
