Fitness Cultural,Fitness Genético,Fitness SPF
0.4090616389912276,0.4090616389912276,0.41889740797094205
0.5043627376809401,0.5043627376809401,0.48299845440494593
0.3273858241938124,0.3273858241938124,0.326797385620915
0.13327056719523495,0.13327056719523495,0.12947862923898937
0.12326244682318879,0.11812761631235687,0.10549445762747049
0.17681589928566377,0.1762720229858718,0.18117090757566148
0.05455613218845236,0.05424627599315307,0.053828570069214
0.04681746572376291,0.04700949121627658,0.05471986166818971
0.04911579293764014,0.04869841316220711,0.05659709939865581
0.0945716051196186,0.09466023160305118,0.09479797633842513
0.1093248643005122,0.10904709198667445,0.08454264542391796
0.07015804003783555,0.0689758214158133,0.0741362174075665
0.029053437143451065,0.02889556625033283,0.02847697817740267
0.030515790691207273,0.028185433604255964,0.03708418978372441
0.04740848403878686,0.04695558539338973,0.044277134009673695
0.0523270779968857,0.05122592732561165,0.053224288784002705
0.03192898992640368,0.03269453657946489,0.03223191507535016
0.045826678917665495,0.04519324632126975,0.045404600394111934
0.031299498642611424,0.0315200444859673,0.03390779518882294
0.03369370379886728,0.03387954444908801,0.039687838506856456
