cultural,dijkstra,genetico
0.3161961615331629,0.3616335335229658,0.3157530360604958
0.44934618501670964,0.5192145933899306,0.448336623385657
0.5558002427455979,0.6653511177085867,0.5570280805432175
0.7103042332867915,0.8303564495644827,0.7424463263704546
0.9234227009877187,1.049057620039974,0.9366259451895329
1.030720683730007,1.192764606286978,1.0435294613052486
1.3049163451193198,1.4804861893413936,1.3197940290950605
1.4587542447061081,1.6991315957810391,1.465133089872129
1.6061386999562859,1.8670418137862446,1.5926218334468434
1.7601392927989095,2.0086630639237595,1.7278455728152526
1.9155060383773552,2.2040092215401184,1.8998202395550354
2.0541654900849005,2.36043613398519,2.0672050249795126
2.1814287710260243,2.49908621638788,2.2025118314686902
2.3316621939906406,2.665063043164967,2.346692825316821
2.681293472318809,3.1049574659846426,2.7243382751972858
2.7754703627360593,3.188206381174492,2.815303714604249
2.836199217455096,3.322576690205221,2.864260338531616
2.930121581524163,3.425260268360775,2.956190576038346
3.016872634697904,3.4674654606448536,3.0447586401064264
3.1244358738031734,3.594303330887118,3.1485779116251473
