Cultural,Genético,SPF,ciclo,destino,origem
0.001,0.001,0.001,1,LV,LT
0.306,0.306,0.001,1,UK,IS
0.633,0.633,0.328,1,UK,IE
0.001,0.001,0.001,1,SE,NO
0.001,0.001,0.001,1,FI,SE
0.001,0.001,0.001,1,LV,EE
0.435,0.435,0.74,2,BE,NL
0.001,0.001,0.306,2,DK,NL
0.8280000000000001,0.8280000000000001,0.8280000000000001,2,DE,NL
0.394,0.394,0.394,2,UK,NL
0.001,0.001,0.001,2,LT,NL
0.001,0.001,0.306,2,IE,BE
0.633,0.633,0.001,2,IS,DK
0.001,0.001,0.001,2,NO,DK
1.607,1.607,1.934,2,DE,DK
0.329,0.329,0.329,2,EE,DK
1.8940000000000001,1.8940000000000001,1.8940000000000001,2,SE,DK
0.001,0.001,0.001,2,RU,DK
0.413,0.413,0.413,2,UA,PL
0.794,0.794,0.794,2,BY,PL
1.557,1.557,1.557,2,DE,PL
0.422,0.422,0.422,2,CZ,PL
0.422,0.422,0.422,2,LT,PL
1.31,1.31,1.89,2,CZ,DE
1.081,1.081,1.408,2,LU,DE
0.369,0.369,1.0819999999999999,2,CH,DE
0.001,0.001,0.001,2,CY,DE
0.616,0.616,0.616,2,IL,DE
3.476,3.476,2.1830000000000003,2,AT,DE
0.697,0.697,0.697,2,RU,DE
0.422,0.422,1.002,2,SK,CZ
0.001,0.001,0.328,2,FR,LU
0.349,0.349,0.349,2,CH,FR
0.34,0.34,0.34,2,ES,FR
1.015,1.015,0.688,2,UK,FR
0.001,0.001,0.714,2,IT,CH
0.001,0.001,0.001,2,ES,CH
0.001,0.001,0.001,2,ES,IT
0.371,0.371,0.371,2,MT,IT
0.714,0.714,0.001,2,AT,IT
0.001,0.001,0.001,2,GR,IT
1.184,1.184,1.184,2,RO,MD
0.001,0.001,0.001,2,HU,BG
0.001,0.001,0.001,2,MK,BG
0.763,0.763,0.763,2,RO,BG
0.001,0.001,0.001,2,TR,BG
1.1139999999999999,1.1139999999999999,1.1139999999999999,2,GR,BG
0.001,0.001,0.001,2,TR,RO
0.422,0.422,0.422,2,HU,RO
1.46,1.46,1.46,2,AT,GR
0.001,0.001,0.001,2,UK,CY
0.001,0.001,0.001,2,LT,IL
0.001,0.001,0.001,2,HR,ME
0.001,0.001,0.001,2,RS,HU
0.001,0.001,0.001,2,HR,HU
0.706,0.706,0.706,2,SK,HU
0.581,0.581,0.001,2,AT,SK
0.001,0.001,0.001,2,ES,PT
0.328,0.328,0.328,2,UK,PT
0.001,0.001,0.001,2,SL,HR
0.324,0.324,0.324,2,AT,SL
0.422,0.422,0.422,2,LV,LT
0.633,0.633,0.001,2,UK,IS
0.972,0.972,0.667,2,UK,IE
0.001,0.001,0.001,2,SE,NO
0.638,0.638,0.638,2,FI,SE
0.329,0.329,0.329,2,LV,EE
0.435,0.435,0.74,3,BE,NL
0.001,0.001,0.306,3,DK,NL
0.8280000000000001,0.8280000000000001,0.8280000000000001,3,DE,NL
0.394,0.394,0.394,3,UK,NL
0.001,0.001,0.001,3,LT,NL
0.001,0.001,0.306,3,IE,BE
0.633,0.633,0.001,3,IS,DK
0.001,0.001,0.001,3,NO,DK
3.201,3.201,3.528,3,DE,DK
0.755,0.755,0.755,3,EE,DK
3.0620000000000003,3.0620000000000003,3.0620000000000003,3,SE,DK
0.001,0.001,0.001,3,RU,DK
0.7629999999999999,0.7629999999999999,0.7629999999999999,3,UA,PL
1.185,1.185,1.185,3,BY,PL
2.298,2.298,2.298,3,DE,PL
0.422,0.422,0.422,3,CZ,PL
0.422,0.422,0.422,3,LT,PL
1.31,1.31,1.89,3,CZ,DE
1.507,1.507,1.8339999999999999,3,LU,DE
0.369,0.369,1.0819999999999999,3,CH,DE
0.001,0.001,0.001,3,CY,DE
0.616,0.616,0.616,3,IL,DE
3.903,3.903,2.6100000000000003,3,AT,DE
0.697,0.697,0.697,3,RU,DE
0.422,0.422,1.002,3,SK,CZ
0.001,0.001,0.328,3,FR,LU
0.349,0.349,0.349,3,CH,FR
0.783,1.226,0.783,3,ES,FR
1.458,1.015,1.131,3,UK,FR
0.001,0.001,0.714,3,IT,CH
0.001,0.001,0.001,3,ES,CH
0.001,0.001,0.001,3,ES,IT
0.371,0.371,0.371,3,MT,IT
0.714,0.714,0.001,3,AT,IT
0.001,0.001,0.001,3,GR,IT
1.184,1.184,1.184,3,RO,MD
0.001,0.001,0.001,3,HU,BG
0.428,0.428,0.428,3,MK,BG
0.763,0.763,0.763,3,RO,BG
0.001,0.001,0.001,3,TR,BG
1.541,1.541,1.541,3,GR,BG
0.001,0.001,0.001,3,TR,RO
0.422,0.422,0.422,3,HU,RO
1.887,1.887,1.887,3,AT,GR
0.001,0.001,0.001,3,UK,CY
0.001,0.001,0.001,3,LT,IL
0.293,0.293,0.293,3,HR,ME
0.001,0.001,0.001,3,RS,HU
0.001,0.001,0.001,3,HR,HU
0.706,0.706,0.706,3,SK,HU
0.581,0.581,0.001,3,AT,SK
0.001,0.444,0.001,3,ES,PT
0.328,0.771,0.328,3,UK,PT
0.293,0.293,0.293,3,SL,HR
0.616,0.616,0.616,3,AT,SL
0.422,0.422,0.422,3,LV,LT
0.633,0.633,0.001,3,UK,IS
1.415,1.415,1.11,3,UK,IE
0.001,0.001,0.001,3,SE,NO
1.029,1.029,1.029,3,FI,SE
0.329,0.329,0.329,3,LV,EE
0.73,0.73,1.035,4,BE,NL
0.001,0.001,0.306,4,DK,NL
1.522,1.522,1.967,4,DE,NL
0.394,0.394,0.839,4,UK,NL
0.001,0.001,0.001,4,LT,NL
0.001,0.001,0.306,4,IE,BE
0.633,0.633,0.001,4,IS,DK
0.001,0.358,0.001,4,NO,DK
3.558,3.558,3.885,4,DE,DK
0.755,0.755,0.755,4,EE,DK
3.4190000000000005,3.0620000000000003,3.4190000000000005,4,SE,DK
0.001,0.001,0.001,4,RU,DK
1.0499999999999998,1.0499999999999998,1.0499999999999998,4,UA,PL
1.185,1.185,1.185,4,BY,PL
2.298,2.298,2.585,4,DE,PL
1.133,1.133,0.846,4,CZ,PL
0.422,0.422,0.422,4,LT,PL
2.05,2.05,2.335,4,CZ,DE
1.507,1.507,1.8339999999999999,4,LU,DE
0.768,0.768,1.876,4,CH,DE
0.446,0.446,0.001,4,CY,DE
0.616,0.616,0.616,4,IL,DE
4.654999999999999,4.654999999999999,3.5490000000000004,4,AT,DE
0.697,0.697,0.697,4,RU,DE
1.873,1.873,1.871,4,SK,CZ
0.001,0.001,0.328,4,FR,LU
0.349,0.349,0.349,4,CH,FR
0.783,1.226,0.783,4,ES,FR
1.458,1.015,1.131,4,UK,FR
0.4,0.4,1.508,4,IT,CH
0.001,0.001,0.001,4,ES,CH
0.361,0.361,0.361,4,ES,IT
0.371,0.371,0.371,4,MT,IT
1.4689999999999999,1.4689999999999999,0.361,4,AT,IT
0.001,0.001,0.001,4,GR,IT
1.4789999999999999,1.4789999999999999,1.4789999999999999,4,RO,MD
0.391,0.391,0.391,4,HU,BG
0.7889999999999999,0.7889999999999999,0.7889999999999999,4,MK,BG
0.763,0.763,1.058,4,RO,BG
0.362,0.362,0.362,4,TR,BG
1.541,1.541,1.8359999999999999,4,GR,BG
0.001,0.001,0.001,4,TR,RO
0.717,0.717,0.422,4,HU,RO
1.887,1.887,2.182,4,AT,GR
0.446,0.446,0.001,4,UK,CY
0.001,0.001,0.001,4,LT,IL
1.004,1.004,1.004,4,HR,ME
0.001,0.001,0.001,4,RS,HU
1.1019999999999999,1.1019999999999999,0.815,4,HR,HU
2.0719999999999996,2.0719999999999996,1.4899999999999998,4,SK,HU
0.941,0.941,0.361,4,AT,SK
0.361,0.804,0.361,4,ES,PT
0.328,0.771,0.328,4,UK,PT
0.683,0.683,0.97,4,SL,HR
0.616,0.616,0.903,4,AT,SL
0.422,0.422,0.422,4,LV,LT
0.633,0.633,0.001,4,UK,IS
1.415,1.415,1.11,4,UK,IE
0.001,0.358,0.001,4,SE,NO
1.029,1.029,1.029,4,FI,SE
0.329,0.329,0.329,4,LV,EE
1.085,1.085,1.39,5,BE,NL
0.42,0.414,0.306,5,DK,NL
1.941,1.935,2.322,5,DE,NL
0.394,0.394,0.839,5,UK,NL
0.356,0.356,0.001,5,LT,NL
0.001,0.001,0.306,5,IE,BE
1.052,1.052,0.42,5,IS,DK
0.001,0.358,0.001,5,NO,DK
4.701,4.707,5.446999999999999,5,DE,DK
1.168,1.168,1.168,5,EE,DK
3.7560000000000007,3.3990000000000005,3.7560000000000007,5,SE,DK
0.001,0.001,0.001,5,RU,DK
2.1129999999999995,2.1129999999999995,2.1129999999999995,5,UA,PL
1.185,1.185,1.185,5,BY,PL
3.4250000000000003,3.4250000000000003,3.653,5,DE,PL
1.452,1.452,1.579,5,CZ,PL
1.096,1.096,0.741,5,LT,PL
2.05,2.05,2.335,5,CZ,DE
1.851,1.851,2.178,5,LU,DE
1.062,1.449,2.17,5,CH,DE
0.446,0.446,0.001,5,CY,DE
0.616,0.616,0.616,5,IL,DE
6.943,6.555999999999999,5.423,5,AT,DE
0.697,0.697,0.697,5,RU,DE
2.192,2.192,2.604,5,SK,CZ
0.001,0.001,0.328,5,FR,LU
0.349,0.349,0.349,5,CH,FR
0.783,1.226,0.783,5,ES,FR
1.458,1.015,1.131,5,UK,FR
0.694,1.081,1.802,5,IT,CH
0.001,0.001,0.001,5,ES,CH
0.361,0.361,0.361,5,ES,IT
0.371,0.371,0.371,5,MT,IT
1.4689999999999999,1.8559999999999999,0.361,5,AT,IT
0.001,0.001,0.001,5,GR,IT
1.8659999999999999,1.8659999999999999,1.8659999999999999,5,RO,MD
0.391,0.391,0.8049999999999999,5,HU,BG
1.182,1.182,1.182,5,MK,BG
1.15,1.15,1.445,5,RO,BG
0.6990000000000001,0.6990000000000001,0.6990000000000001,5,TR,BG
3.0719999999999996,3.0719999999999996,2.9530000000000003,5,GR,BG
0.001,0.001,0.001,5,TR,RO
0.717,0.717,0.422,5,HU,RO
3.7620000000000005,3.7620000000000005,3.6430000000000002,5,AT,GR
0.446,0.446,0.001,5,UK,CY
0.001,0.001,0.001,5,LT,IL
1.004,1.004,1.004,5,HR,ME
0.001,0.001,0.001,5,RS,HU
1.1019999999999999,1.1019999999999999,0.815,5,HR,HU
2.3909999999999996,2.3909999999999996,2.223,5,SK,HU
0.941,0.941,0.361,5,AT,SK
0.361,0.804,0.361,5,ES,PT
0.328,0.771,0.328,5,UK,PT
0.683,0.683,0.97,5,SL,HR
1.029,1.029,1.316,5,AT,SL
0.422,0.422,0.422,5,LV,LT
0.633,0.633,0.001,5,UK,IS
1.415,1.415,1.11,5,UK,IE
0.001,0.358,0.001,5,SE,NO
1.3659999999999999,1.3659999999999999,1.3659999999999999,5,FI,SE
0.329,0.329,0.329,5,LV,EE
1.448,1.448,1.753,6,BE,NL
0.42,0.414,0.306,6,DK,NL
2.341,2.335,3.085,6,DE,NL
0.394,0.394,0.839,6,UK,NL
0.719,0.719,0.001,6,LT,NL
0.364,0.364,0.669,6,IE,BE
1.052,1.052,0.42,6,IS,DK
0.001,0.358,0.001,6,NO,DK
4.701,4.707,5.446999999999999,6,DE,DK
1.168,1.168,1.168,6,EE,DK
4.200000000000001,3.8430000000000004,4.200000000000001,6,SE,DK
0.445,0.445,0.445,6,RU,DK
2.1129999999999995,2.1129999999999995,2.1129999999999995,6,UA,PL
1.9300000000000002,1.9300000000000002,1.9300000000000002,6,BY,PL
3.4250000000000003,3.4250000000000003,4.016,6,DE,PL
2.21,2.21,2.337,6,CZ,PL
1.835,1.835,1.117,6,LT,PL
2.05,2.05,2.335,6,CZ,DE
1.851,1.851,2.178,6,LU,DE
1.062,1.449,2.17,6,CH,DE
0.446,0.446,0.001,6,CY,DE
0.616,0.616,0.616,6,IL,DE
7.343,6.9559999999999995,5.823,6,AT,DE
0.697,0.697,0.697,6,RU,DE
2.568,2.568,2.98,6,SK,CZ
0.001,0.001,0.328,6,FR,LU
0.349,0.349,0.349,6,CH,FR
0.783,1.226,0.783,6,ES,FR
1.458,1.015,1.131,6,UK,FR
0.694,1.081,1.802,6,IT,CH
0.001,0.001,0.001,6,ES,CH
0.361,0.361,0.361,6,ES,IT
0.371,0.371,0.371,6,MT,IT
1.4689999999999999,1.8559999999999999,0.361,6,AT,IT
0.001,0.001,0.001,6,GR,IT
1.8659999999999999,1.8659999999999999,1.8659999999999999,6,RO,MD
0.391,0.391,0.8049999999999999,6,HU,BG
1.182,1.182,1.182,6,MK,BG
1.15,1.15,1.445,6,RO,BG
0.6990000000000001,0.6990000000000001,0.6990000000000001,6,TR,BG
3.0719999999999996,3.0719999999999996,2.9530000000000003,6,GR,BG
0.001,0.001,0.001,6,TR,RO
0.717,0.717,0.422,6,HU,RO
3.7620000000000005,3.7620000000000005,3.6430000000000002,6,AT,GR
0.446,0.446,0.001,6,UK,CY
0.001,0.001,0.001,6,LT,IL
1.004,1.004,1.004,6,HR,ME
0.377,0.377,0.377,6,RS,HU
1.1019999999999999,1.1019999999999999,0.815,6,HR,HU
3.0649999999999995,3.0649999999999995,2.897,6,SK,HU
1.2389999999999999,1.2389999999999999,0.659,6,AT,SK
0.361,0.804,0.361,6,ES,PT
0.328,0.771,0.328,6,UK,PT
1.0830000000000002,1.0830000000000002,1.37,6,SL,HR
1.4289999999999998,1.4289999999999998,1.7160000000000002,6,AT,SL
0.422,0.422,0.422,6,LV,LT
0.633,0.633,0.001,6,UK,IS
1.415,1.415,1.11,6,UK,IE
0.001,0.358,0.001,6,SE,NO
1.3659999999999999,1.3659999999999999,1.3659999999999999,6,FI,SE
0.329,0.329,0.329,6,LV,EE
1.448,1.448,1.753,7,BE,NL
0.42,0.414,0.306,7,DK,NL
2.341,2.335,3.085,7,DE,NL
0.802,0.802,1.2469999999999999,7,UK,NL
1.127,1.127,0.409,7,LT,NL
0.364,0.364,0.669,7,IE,BE
1.479,1.479,0.847,7,IS,DK
0.338,0.6950000000000001,0.338,7,NO,DK
5.464999999999999,5.470999999999999,6.2109999999999985,7,DE,DK
1.5759999999999998,1.5759999999999998,1.5759999999999998,7,EE,DK
4.200000000000001,3.8430000000000004,4.200000000000001,7,SE,DK
0.445,0.445,0.445,7,RU,DK
2.1129999999999995,2.1129999999999995,2.1129999999999995,7,UA,PL
2.357,2.357,2.357,7,BY,PL
4.229,4.229,4.819999999999999,7,DE,PL
2.21,2.21,2.337,7,CZ,PL
1.835,1.835,1.117,7,LT,PL
2.05,2.05,2.335,7,CZ,DE
2.278,2.278,2.605,7,LU,DE
1.489,1.8760000000000001,2.597,7,CH,DE
0.446,0.446,0.001,7,CY,DE
0.998,0.998,0.998,7,IL,DE
8.439,8.052,6.919,7,AT,DE
0.697,0.697,0.697,7,RU,DE
2.568,2.568,2.98,7,SK,CZ
0.001,0.001,0.328,7,FR,LU
0.349,0.349,0.349,7,CH,FR
0.783,1.226,0.783,7,ES,FR
1.458,1.015,1.131,7,UK,FR
0.694,1.081,1.802,7,IT,CH
0.001,0.001,0.001,7,ES,CH
0.361,0.361,0.361,7,ES,IT
0.371,0.371,0.371,7,MT,IT
1.4689999999999999,1.8559999999999999,0.361,7,AT,IT
0.001,0.001,0.001,7,GR,IT
2.203,2.203,2.203,7,RO,MD
0.391,0.391,0.8049999999999999,7,HU,BG
1.182,1.182,1.182,7,MK,BG
1.4869999999999999,1.4869999999999999,2.164,7,RO,BG
0.6990000000000001,0.6990000000000001,0.6990000000000001,7,TR,BG
3.7859999999999996,3.7859999999999996,4.049,7,GR,BG
0.001,0.001,0.001,7,TR,RO
1.099,1.099,0.422,7,HU,RO
4.476,4.476,4.739,7,AT,GR
0.446,0.446,0.001,7,UK,CY
0.001,0.001,0.001,7,LT,IL
1.345,1.345,1.345,7,HR,ME
0.377,0.377,0.377,7,RS,HU
1.1019999999999999,1.1019999999999999,0.815,7,HR,HU
3.4469999999999996,3.4469999999999996,2.897,7,SK,HU
1.621,1.621,0.659,7,AT,SK
0.361,0.804,0.361,7,ES,PT
0.328,0.771,0.328,7,UK,PT
1.4240000000000002,1.4240000000000002,1.711,7,SL,HR
1.7699999999999998,1.7699999999999998,2.0570000000000004,7,AT,SL
0.422,0.422,0.422,7,LV,LT
0.633,0.633,0.001,7,UK,IS
1.415,1.415,1.11,7,UK,IE
0.001,0.358,0.001,7,SE,NO
1.3659999999999999,1.3659999999999999,1.3659999999999999,7,FI,SE
0.329,0.329,0.329,7,LV,EE
1.448,1.448,1.753,8,BE,NL
0.784,0.778,0.6699999999999999,8,DK,NL
2.7270000000000003,2.721,3.848,8,DE,NL
0.802,0.802,1.2469999999999999,8,UK,NL
1.8770000000000002,1.8770000000000002,1.536,8,LT,NL
0.364,0.364,0.669,8,IE,BE
1.7590000000000001,1.7590000000000001,1.127,8,IS,DK
0.702,1.0590000000000002,0.702,8,NO,DK
5.744999999999999,5.7509999999999994,6.490999999999999,8,DE,DK
1.5759999999999998,1.5759999999999998,1.5759999999999998,8,EE,DK
4.200000000000001,3.8430000000000004,4.200000000000001,8,SE,DK
0.445,0.445,0.445,8,RU,DK
2.4639999999999995,2.4639999999999995,2.4639999999999995,8,UA,PL
2.357,2.357,2.357,8,BY,PL
4.886,4.886,5.1,8,DE,PL
2.561,2.561,2.688,8,CZ,PL
2.2119999999999997,2.2119999999999997,1.117,8,LT,PL
2.473,2.8249999999999997,2.758,8,CZ,DE
2.278,2.278,2.605,8,LU,DE
1.489,1.8760000000000001,2.983,8,CH,DE
0.446,0.446,0.001,8,CY,DE
1.35,1.35,1.35,8,IL,DE
9.554,8.815,7.648,8,AT,DE
0.697,0.697,0.697,8,RU,DE
3.342,3.694,3.754,8,SK,CZ
0.001,0.001,0.328,8,FR,LU
0.349,0.349,0.7769999999999999,8,CH,FR
0.783,1.226,0.783,8,ES,FR
1.458,1.015,1.559,8,UK,FR
0.694,1.081,2.616,8,IT,CH
0.001,0.001,0.001,8,ES,CH
1.214,1.214,0.786,8,ES,IT
0.7989999999999999,0.7989999999999999,0.7989999999999999,8,MT,IT
1.855,2.242,0.361,8,AT,IT
0.426,0.426,0.426,8,GR,IT
2.203,2.203,2.203,8,RO,MD
0.391,0.743,0.8049999999999999,8,HU,BG
1.607,1.607,1.607,8,MK,BG
1.4869999999999999,1.4869999999999999,2.164,8,RO,BG
0.6990000000000001,0.6990000000000001,0.6990000000000001,8,TR,BG
4.563,4.210999999999999,4.8260000000000005,8,GR,BG
0.001,0.001,0.001,8,TR,RO
1.099,1.099,0.422,8,HU,RO
5.205,4.853,5.468,8,AT,GR
0.446,0.446,0.001,8,UK,CY
0.001,0.001,0.001,8,LT,IL
1.345,1.345,1.345,8,HR,ME
0.728,0.728,0.728,8,RS,HU
1.1019999999999999,1.1019999999999999,0.815,8,HR,HU
4.221,4.5729999999999995,3.671,8,SK,HU
1.621,1.621,0.659,8,AT,SK
0.7889999999999999,1.232,0.361,8,ES,PT
0.756,1.199,0.328,8,UK,PT
1.7360000000000002,1.7360000000000002,2.023,8,SL,HR
2.082,2.082,2.369,8,AT,SL
1.185,1.185,1.185,8,LV,LT
0.633,0.633,0.001,8,UK,IS
1.415,1.415,1.11,8,UK,IE
0.001,0.358,0.001,8,SE,NO
1.3659999999999999,1.3659999999999999,1.3659999999999999,8,FI,SE
0.329,0.329,0.329,8,LV,EE
1.448,1.448,2.0589999999999997,9,BE,NL
0.784,0.778,0.6699999999999999,9,DK,NL
3.0660000000000003,3.06,4.575,9,DE,NL
1.108,1.108,1.2469999999999999,9,UK,NL
1.8770000000000002,1.8770000000000002,1.924,9,LT,NL
0.364,0.364,0.9750000000000001,9,IE,BE
1.7590000000000001,1.7590000000000001,1.127,9,IS,DK
0.702,1.0590000000000002,0.702,9,NO,DK
5.744999999999999,5.7509999999999994,6.490999999999999,9,DE,DK
1.5759999999999998,1.5759999999999998,1.5759999999999998,9,EE,DK
4.200000000000001,3.8430000000000004,4.200000000000001,9,SE,DK
0.445,0.445,0.445,9,RU,DK
2.4639999999999995,2.4639999999999995,2.4639999999999995,9,UA,PL
2.652,2.652,2.652,9,BY,PL
5.181,5.181,5.1,9,DE,PL
2.561,2.561,2.983,9,CZ,PL
2.2119999999999997,2.2119999999999997,1.117,9,LT,PL
2.812,3.1639999999999997,2.758,9,CZ,DE
2.278,2.278,2.605,9,LU,DE
1.489,1.8760000000000001,2.983,9,CH,DE
0.446,0.446,0.001,9,CY,DE
1.738,1.738,1.35,9,IL,DE
10.237,9.498,8.375,9,AT,DE
0.697,0.697,0.697,9,RU,DE
3.681,4.033,4.049,9,SK,CZ
0.001,0.001,0.328,9,FR,LU
0.349,0.349,0.7769999999999999,9,CH,FR
0.783,1.226,0.783,9,ES,FR
1.458,1.015,1.559,9,UK,FR
0.694,1.081,2.616,9,IT,CH
0.001,0.001,0.001,9,ES,CH
1.214,1.214,0.786,9,ES,IT
0.7989999999999999,0.7989999999999999,0.7989999999999999,9,MT,IT
1.855,2.242,0.361,9,AT,IT
0.426,0.426,0.426,9,GR,IT
2.542,2.542,2.542,9,RO,MD
0.7270000000000001,1.079,1.436,9,HU,BG
1.943,1.943,1.943,9,MK,BG
1.4869999999999999,1.4869999999999999,2.503,9,RO,BG
0.6990000000000001,0.6990000000000001,0.6990000000000001,9,TR,BG
4.858,4.505999999999999,5.165000000000001,9,GR,BG
0.001,0.001,0.001,9,TR,RO
1.438,1.438,0.422,9,HU,RO
5.5,5.148,5.807,9,AT,GR
0.446,0.446,0.001,9,UK,CY
0.389,0.389,0.001,9,LT,IL
1.345,1.345,1.345,9,HR,ME
1.064,1.064,1.064,9,RS,HU
1.1019999999999999,1.1019999999999999,0.815,9,HR,HU
4.5600000000000005,4.912,3.9659999999999997,9,SK,HU
1.621,1.621,0.659,9,AT,SK
0.7889999999999999,1.232,0.361,9,ES,PT
0.756,1.199,0.328,9,UK,PT
1.7360000000000002,1.7360000000000002,2.023,9,SL,HR
2.082,2.082,2.369,9,AT,SL
1.573,1.573,1.573,9,LV,LT
0.633,0.633,0.001,9,UK,IS
1.721,1.721,1.11,9,UK,IE
0.001,0.358,0.001,9,SE,NO
1.3659999999999999,1.3659999999999999,1.3659999999999999,9,FI,SE
0.329,0.329,0.329,9,LV,EE
1.448,1.448,2.4999999999999996,10,BE,NL
0.784,0.778,1.555,10,DK,NL
3.4010000000000002,3.395,5.331,10,DE,NL
1.108,1.108,2.1119999999999997,10,UK,NL
1.8770000000000002,1.8770000000000002,1.924,10,LT,NL
0.364,0.364,1.4160000000000001,10,IE,BE
2.2030000000000003,2.2030000000000003,1.127,10,IS,DK
0.702,1.0590000000000002,0.702,10,NO,DK
6.353999999999999,6.359999999999999,7.099999999999999,10,DE,DK
2.02,2.02,2.02,10,EE,DK
4.200000000000001,3.8430000000000004,4.200000000000001,10,SE,DK
0.445,0.445,0.886,10,RU,DK
2.4639999999999995,2.4639999999999995,2.4639999999999995,10,UA,PL
2.652,2.652,2.652,10,BY,PL
5.181,5.181,5.1,10,DE,PL
