cultural,dijkstra,genetico
0.2175128209387375,0.20210633693323776,0.18504345575966882
0.32722066455480514,0.36641702122248415,0.32126462723786714
0.41201888392922686,0.5393838464083196,0.4020901155698322
0.46204639637443057,0.6045228310384589,0.4350687660230635
0.5401907972213127,0.702906492598882,0.5269866625755034
0.5868527371197438,0.8001565623992903,0.5777980545857843
0.6411587926579478,0.8732200134462774,0.6290545263154237
0.7382820951019007,0.9484092421441366,0.7268528171900711
0.9152876944635298,1.2025854278859511,0.892934293004461
1.0891657189388988,1.371177220540755,1.0617192893371814
1.186906665851009,1.5300218400953731,1.1576519692110327
1.2545657767975693,1.605034443029709,1.2251144032187469
1.328255674686791,1.6606807116282245,1.289294488943771
1.3745233618977153,1.6983790606829305,1.336328769622012
1.4587038259866365,1.8194766729232028,1.413918429171446
1.5725657288102686,1.930301076627315,1.5238081515703372
1.5759181680539753,2.012992358099313,1.5361187568234869
1.6769699743302486,2.1190066490919994,1.6365155507135496
1.7192840763134332,2.141827662847238,1.6784372600842015
1.7672451757930012,2.236970857696143,1.7310986748530317
1.8219696933912932,2.299670376083573,1.794086730645406
1.8821885519601562,2.4047915099844945,1.8363237212133674
1.9904539904220375,2.5924839272379323,1.9375862155932941
2.0753103256446424,2.7452040361328334,2.0321905879405815
2.124719364815217,2.80080962315004,2.07847766773178
2.199591756026972,2.908696354351582,2.1517372081615855
2.2483733892311117,3.013290973434928,2.209938096844144
2.2552313290940407,3.0093953621042457,2.217187767151261
2.3200006380848874,3.05849123147133,2.285566969643916
2.3661817121271973,3.165296125280269,2.330350805136429
