,cultural,dijkstra,genetico
0,0.07531744076319165,0.06576147374087224,0.07531744076319165
1,0.12224847487960581,0.11716592186618618,0.12224847487960581
2,0.1265706093682264,0.12693581438674417,0.1265706093682264
3,0.15149867771914496,0.16129203972274042,0.15129005426491365
4,0.18075981678358816,0.23241123916650222,0.18088404031025246
5,0.2188681510235501,0.2715191982162587,0.2168656048902536
6,0.22947662643049743,0.28402410669134787,0.22651622386779424
7,0.25456785320051095,0.30860794276502723,0.2510113853681055
8,0.2814779731180565,0.3331273882738881,0.2773311437824615
9,0.29274800952000013,0.36578500533765745,0.2865158888184991
10,0.3124930066749962,0.39024337020250965,0.30521782726099417
11,0.32250237439979645,0.41714164650242397,0.3160020009594711
12,0.32765172355422145,0.4372415507488952,0.3184435850870871
13,0.3271329404298591,0.43767999933533847,0.3182106174814443
14,0.3364482086115515,0.4494796183062445,0.3278412265185615
15,0.3471562688473305,0.46195780433608113,0.3404373652749132
16,0.35670207975465845,0.47776304375079703,0.34971047719097986
17,0.36124007198868396,0.48048317638831833,0.35402133621224935
18,0.35896876424181906,0.4966534342640085,0.3476313836466781
19,0.36817925432007753,0.5071671667852081,0.3564503239464911
