cultural,dijkstra,genetico
0.3167545558218221,0.3016989370778091,0.3167545558218221
0.5007450738267414,0.4997033076020363,0.5007450738267414
0.6336154851801756,0.6710530900955423,0.6221715122941442
0.771091150799651,0.7831672423615513,0.7540282480829905
0.8947334777322593,0.9184010903965272,0.8857985076612307
0.9266157936069019,1.0091607877976707,0.9207155037240409
1.0355624215670192,1.1231504332138307,1.0301616728121599
1.0976403075729058,1.1769296827517253,1.0885382322454775
1.2407737857610042,1.313985789153886,1.2200398450449346
1.3323544577524766,1.4068008391712368,1.317615300374666
1.4700144317346673,1.5477917160182966,1.456358745511701
1.5916968228768582,1.6770265380397587,1.5658170487175842
1.7478921102178329,1.832382791784625,1.7036472798376903
1.8113586209119146,1.9124832252559096,1.7507942542643404
1.9115410011054181,1.9988104292904911,1.8403983521334504
2.0536378431238513,2.139061310647823,1.9822831493389148
2.1219014622033106,2.221548097303743,2.058768171674376
2.2572272362734913,2.35484775081282,2.1849864803073
2.267498099239478,2.4119907469532254,2.1830940314776237
2.4334695114975204,2.510523024230461,2.3464699411455188
2.4834472632390683,2.571525801134735,2.4056245409956305
2.5953633729605032,2.7058057173014882,2.5277623485427547
2.7898145388541846,2.8924741487337267,2.7303574785466718
2.9598174911427084,3.038126251347314,2.894292819238798
3.1497011333630054,3.1951857973803994,3.111597674942952
3.252102925279584,3.3258759052554066,3.218193871750872
3.4219951008067437,3.5330445442091607,3.3918930685569366
3.44906143810532,3.5532304198283344,3.418575046511906
3.558816686742388,3.719904663197524,3.5445918933934246
3.6656931336751613,3.79946637991852,3.632871806476948
