cultural,dijkstra,genetico
0.3008716462895492,0.3353716558401792,0.3008716462895492
0.3819724484385231,0.4211164344526585,0.3819724484385231
0.46306521628764036,0.48697186215993954,0.45091407042484694
0.7051050481749146,0.7058333577847881,0.6982650016779489
0.799158438506449,0.833405769420114,0.8114622994249198
0.9366032293824411,0.9850988322445711,0.9510090238204778
1.0830586838063327,1.1317363076023297,1.1205208966286264
1.2191976224644432,1.2685916404711266,1.2497818100282927
1.3767614519692275,1.4190158424775199,1.3888200788710572
1.4806617583442043,1.5659422244365289,1.4918863223808654
1.4788450428140663,1.5794086286941205,1.4919104662627254
1.7119606348571645,1.80657221568688,1.7120181645147388
1.802856335256298,1.9093554292460209,1.8005439111435977
1.998437710988124,2.1252510487513185,1.9841085884372311
2.0763983948147016,2.243744277554844,2.063776741642434
2.2751355972320306,2.451230688557197,2.2589928486305424
2.4607440891184003,2.6763538528942017,2.4534895822184866
2.4433039100204685,2.6755127697086993,2.436871988875069
2.506465367236992,2.7622570562510544,2.4939891703788954
2.5874335979970025,2.854610944752654,2.5740775793863424
