cultural,dijkstra,genetico
0.5275090298974764,0.6159242827474186,0.5275090298974764
0.5580313157437039,0.6422584330354837,0.5580313157437039
0.8169530973756624,0.8797542010247972,0.8169530973756624
0.9365744073241301,1.125740621869564,0.9365744073241301
1.0781593255028827,1.4180153878783335,1.0781593255028827
1.3081568951535065,1.7640017286559837,1.3008257617135595
1.3514536161568316,1.887202432723613,1.3559076545002864
1.4315275716211995,2.0905719974742265,1.4428960559398427
1.6381817532917957,2.2423898162422637,1.648861117776232
1.7493823480518274,2.4765162475442493,1.7832464889239905
1.7705424584228198,2.7220471168164653,1.8855042612404365
1.8912013778610084,2.8764996926504587,2.0202279191849977
1.8740391088484538,2.993261150799094,2.095000609366678
1.9150562298041507,3.107138324910861,2.1515451358102093
1.8983848035468631,3.1071372498829835,2.173815587346868
2.060979615770951,3.2686305818369075,2.327760175241762
2.1558461089452896,3.525617656303865,2.4386636498455303
2.1516430254031995,3.6298325702416374,2.4477472155369377
2.303916135781484,3.854063043446117,2.662015446243496
2.514385612389676,4.140713364060797,2.8596015404475272
