cultural,dijkstra,genetico
0.3150938079242558,0.37269929210780955,0.3150938079242558
0.39248314009615787,0.4271111381720797,0.39248314009615787
0.555094065972536,0.6439360529274163,0.5527345735217164
0.833848695165119,1.0477794819794588,0.8070472779002689
1.0209529249676499,1.1936175435455614,0.9926119536779796
1.096059287043491,1.2632780302918998,1.0692567134022795
1.1577492808905552,1.420172158829445,1.1268867445599557
1.2372369425247745,1.5336308127464038,1.2015701351192072
1.2952432052376441,1.676186672491749,1.259126875254044
1.4321893090241657,1.76489089532543,1.3864394381235756
1.6487379411844985,2.011023258226983,1.6336114084341582
1.7606068592922763,2.1425313871982996,1.6947804729885747
1.7938590932480096,2.233380608887756,1.7465726943426594
1.8158885453383171,2.3319318750352025,1.7585381583067168
1.958553808414399,2.513783948604124,1.9184441013826465
2.077751430703925,2.6662151825528495,2.0069622628117973
2.1368955585724714,2.7390553561685906,2.055269900435552
2.199430273263522,2.8377455447279583,2.115190654880431
2.3261647539109656,3.078722792983961,2.2229724390127714
2.340885451021727,3.0830018539029185,2.2941445362589414
